Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
288,0.0226589,0.0189833,0.0261054,0.0128506,0.0147947,0.00532235,0.00181245,0.00698167,0.00804369,0.00419029,0.0354765,0.00289628,0.0113347,0.00405148,0.0162656,0.00954133,0.0200377,0.0087383,0.00304614,0.0467711,0.00546569,0.00216662,0.00185577,0.0214688,0.0175339,0.0147439,0.00302919,0.00900341,0.0073854,0.004648,0.00440864,0.00930935,0.019404,0.00472228,0.014065,0.00380782,0.00466259,0.00326581,0.0112944,0.0107683,0.00752979,0.0154636,0.00617828,0.00966423,0.0059456
289,0.0234207,0.0189959,0.0259386,0.0140993,0.0141105,0.00609627,0.00184789,0.00727693,0.00700749,0.00466468,0.0361583,0.00459707,0.0114875,0.00403274,0.0170023,0.00896368,0.0170429,0.0068731,0.00164422,0.0464653,0.00644127,0.00238059,0.00133066,0.0221288,0.0186439,0.0108691,0.00266259,0.00990959,0.00723381,0.0040545,0.00557048,0.00920888,0.017091,0.00823638,0.0146197,0.0061322,0.00675661,0.00346118,0.0127388,0.0130863,0.010063,0.0225255,0.00732635,0.0094063,0.0065912
290,0.024107,0.0189421,0.025397,0.0146516,0.0110535,0.00670994,0.00244461,0.00727649,0.00585068,0.00513699,0.0363192,0.00701692,0.0122448,0.0036446,0.0172207,0.0089822,0.0129262,0.00505462,0.00179067,0.044651,0.00767546,0.00335532,0.00243764,0.0223746,0.0196513,0.00756668,0.00234568,0.0107098,0.00721481,0.0036323,0.00907067,0.00902134,0.0138576,0.0135515,0.0149859,0.00906114,0.00968056,0.00357267,0.013899,0.0143396,0.0124938,0.0260991,0.00850399,0.00872084,0.00733241
291,0.0247023,0.0188888,0.0244269,0.0146617,0.0057929,0.00712452,0.00315374,0.00722556,0.00483641,0.00563932,0.0358453,0.00991974,0.0132429,0.00356767,0.0167825,0.00984459,0.00847373,0.00356982,0.00303144,0.0414932,0.008975,0.00467294,0.00428198,0.0222288,0.0201482,0.00836493,0.00222536,0.0112756,0.00733025,0.00351936,0.0130363,0.00874852,0.0123555,0.0168672,0.0153699,0.0108838,0.0115842,0.00432445,0.014555,0.0148067,0.0143026,0.0252122,0.00974882,0.00835453,0.00826982
292,0.0251887,0.0189317,0.0232373,0.0146237,0.00178511,0.00742552,0.00378772,0.00719597,0.00433285,0.0060548,0.0346567,0.0129691,0.0142207,0.00429002,0.015783,0.0114534,0.00577981,0.00294557,0.00482165,0.0373838,0.0100913,0.00581117,0.00600617,0.022006,0.0198756,0.0103815,0.00222703,0.0114799,0.0074799,0.00346239,0.0153366,0.00843861,0.0125566,0.0169801,0.0159571,0.0107031,0.0113362,0.00498832,0.0148166,0.0153274,0.015164,0.0217533,0.0109191,0.00849731,0.00907794
293,0.0256196,0.01914,0.0221825,0.0148997,0.00813532,0.00771462,0.00430447,0.00712469,0.00439506,0.00622449,0.0323806,0.0156441,0.0149894,0.00544374,0.0145425,0.0132729,0.00632688,0.00282713,0.00713174,0.0325616,0.0107743,0.00659535,0.00723809,0.0221181,0.0188119,0.00959739,0.00216932,0.0113526,0.00756826,0.00305199,0.015117,0.00824233,0.0123489,0.0142612,0.016705,0.00885881,0.00925023,0.00475633,0.0149325,0.0163144,0.0146493,0.0182441,0.0116712,0.00866666,0.00934301
294,0.0260809,0.0194351,0.0215314,0.0155952,0.0143788,0.0080356,0.00471703,0.00693222,0.00476828,0.00609647,0.0283638,0.0174682,0.0154149,0.0063431,0.013396,0.0145171,0.00895223,0.00224654,0.00928091,0.0268192,0.0107927,0.00704429,0.00785525,0.0227513,0.0172079,0.0058984,0.00198263,0.0110914,0.00753007,0.00218412,0.012874,0.00831659,0.0122995,0.00971904,0.0173197,0.00676243,0.00656362,0.0035838,0.0145938,0.0176099,0.012998,0.0150105,0.0117031,0.00843142,0.00899882
295,0.026523,0.0196353,0.021346,0.01655,0.0194815,0.00834458,0.00505197,0.00659671,0.00543702,0.0057728,0.0223995,0.0183016,0.0154829,0.00641132,0.012682,0.0144694,0.0121192,0.00189522,0.0100532,0.0195955,0.0100514,0.00722428,0.0079849,0.0236925,0.0154908,0.00379268,0.00188361,0.0108959,0.0072953,0.00117408,0.00973846,0.00860052,0.0140389,0.00490749,0.0175043,0.00611241,0.00438144,0.00200504,0.0136711,0.0196592,0.0116438,0.012034,0.0110519,0.00770841,0.00833049
296,0.0267887,0.0196081,0.0214946,0.017313,0.0229422,0.00854458,0.00529058,0.00615078,0.00648553,0.00539641,0.0157629,0.0184176,0.015283,0.00532523,0.0128969,0.0128436,0.0131277,0.00256179,0.00865797,0.0105972,0.00872825,0.00718863,0.00789031,0.0244803,0.0141096,0.00619706,0.00219479,0.0107521,0.00685121,0.000730721,0.00676743,0.00877843,0.0167902,0.00692271,0.0171826,0.00734498,0.00362327,0.000867517,0.0135015,0.0229618,0.0119796,0.0108834,0.0101186,0.0066774,0.00766648
297,0.0268256,0.0193311,0.0217292,0.0174326,0.0241713,0.00854405,0.00532645,0.00571949,0.00763554,0.00503867,0.0117786,0.0182988,0.0149807,0.00352865,0.0139887,0.00997956,0.0100512,0.0025893,0.00564422,0.0028317,0.00729708,0.00694511,0.00776185,0.0247345,0.0133785,0.00709386,0.00291254,0.010478,0.00638891,0.000968746,0.00512676,0.00862534,0.0194143,0.0151509,0.0165345,0.0095137,0.00488791,0.0016842,0.0150017,0.02652,0.0136843,0.0157982,0.00941651,0.00573963,0.00720456
298,0.0266527,0.0188506,0.0218324,0.0168076,0.0228699,0.00832309,0.00505136,0.00552187,0.00829185,0.00472552,0.014167,0.0182765,0.0147838,0.00285066,0.014913,0.00668403,0.00447227,0.00191093,0.00352758,0.0124156,0.00636895,0.00651728,0.00759545,0.0244283,0.0133354,0.0061236,0.00384004,0.00994747,0.0061333,0.00122852,0.00558395,0.00830545,0.0218762,0.0249988,0.0158423,0.0117158,0.00721934,0.00307062,0.0166869,0.0286944,0.0157883,0.0274947,0.00919715,0.00534377,0.00703002
299,0.0262018,0.0182616,0.0217356,0.0157564,0.0198018,0.00795415,0.00450748,0.00569582,0.00817521,0.00445893,0.0213774,0.0183325,0.0148478,0.00358442,0.0149144,0.00412022,0.00725397,0.00349377,0.00484299,0.023452,0.00623266,0.00601744,0.00726922,0.023901,0.0138125,0.00661217,0.00478011,0.00919362,0.00598957,0.0017851,0.00662673,0.00827878,0.0242886,0.0349284,0.0152952,0.0132594,0.00975722,0.00419498,0.0171291,0.0288001,0.017926,0.0418722,0.00928657,0.0056194,0.00710908
300,0.0254132,0.0177042,0.0214653,0.0148244,0.0168882,0.00755414,0.00391949,0.00614031,0.0077836,0.00418888,0.0300495,0.0182338,0.0151608,0.00357707,0.0145001,0.00379361,0.013696,0.006796,0.00666134,0.0330305,0.00652769,0.00554962,0.00668768,0.0236319,0.0145896,0.0110234,0.00551774,0.00830326,0.00570047,0.00265149,0.0069584,0.00887084,0.0265828,0.0438635,0.0149166,0.0138052,0.0120043,0.00489724,0.0162886,0.0273677,0.0201721,0.0555201,0.00933201,0.00625247,0.0072601
301,0.0244074,0.0172822,0.0210491,0.0144216,0.0163017,0.0072497,0.00358419,0.00660659,0.00784824,0.00387438,0.0375533,0.0176701,0.0155018,0.00275646,0.0151137,0.0049886,0.0178928,0.0094764,0.00771951,0.039904,0.00672092,0.00509206,0.00581886,0.0239518,0.0153682,0.0172628,0.00589386,0.00726903,0.00519369,0.00352456,0.00659646,0.00991571,0.028769,0.0513256,0.0146222,0.0134877,0.0136549,0.00550191,0.0148813,0.0254417,0.0225756,0.0667508,0.00907678,0.00677328,0.00722393
302,0.023452,0.0170267,0.020526,0.0145049,0.0189688,0.00716613,0.00374089,0.00691804,0.00852795,0.00353884,0.0411847,0.0162781,0.0156197,0.0027178,0.0177442,0.00660979,0.0193972,0.0102941,0.00803704,0.0432488,0.00655627,0.00455043,0.00469869,0.024887,0.0157181,0.0234493,0.00595475,0.00606076,0.00459897,0.00444745,0.00604251,0.0109733,0.0308849,0.0570192,0.014325,0.012688,0.0146614,0.00647728,0.0136415,0.0236875,0.0248275,0.0752249,0.00835266,0.00685513,0.00683068
303,0.0228078,0.0169375,0.0200696,0.0146979,0.0235368,0.00742042,0.0044651,0.00703667,0.00954978,0.00325729,0.0384837,0.013688,0.0154752,0.00393798,0.0217349,0.00847105,0.0187314,0.0103734,0.00773746,0.0427327,0.00610721,0.00380904,0.00344449,0.0261888,0.0153389,0.028373,0.00592295,0.0047733,0.00410552,0.00588906,0.00563096,0.0118337,0.0327683,0.0606238,0.0139657,0.0117452,0.015174,0.00793897,0.0128721,0.0219893,0.0262718,0.0810212,0.0070234,0.00645934,0.00613197
304,0.0226542,0.0170698,0.0199788,0.0147609,0.0283105,0.00805233,0.00561188,0.00696359,0.0106707,0.00311347,0.0298188,0.00976527,0.0152117,0.00606622,0.0251044,0.00980215,0.0168186,0.011755,0.00695176,0.038668,0.00583856,0.00282773,0.00228052,0.0274957,0.0145217,0.031378,0.00599245,0.00365411,0.00382538,0.00819492,0.00554805,0.012706,0.0340704,0.0620906,0.0134745,0.0109129,0.0152985,0.00970139,0.0124557,0.0199118,0.0262888,0.0840205,0.00507347,0.00583247,0.00543028
305,0.0231007,0.0175529,0.0205073,0.0147713,0.0324514,0.00897594,0.00688798,0.00656394,0.0118544,0.0032577,0.0201574,0.00539016,0.0149335,0.00879413,0.0258073,0.0102405,0.0147758,0.0128359,0.00579475,0.0328127,0.00681217,0.00218642,0.00206826,0.0285124,0.0141205,0.0324014,0.00621045,0.00325978,0.00359641,0.0112491,0.00576692,0.01393,0.0344815,0.0617322,0.0128325,0.0104492,0.0149709,0.0114211,0.0123797,0.0176016,0.0247902,0.0840261,0.00340382,0.00557125,0.00529667
306,0.0241067,0.0184377,0.021694,0.0149179,0.0347709,0.0100802,0.00799848,0.00553622,0.0131213,0.00385431,0.0156455,0.00514742,0.014711,0.0109756,0.0231974,0.00976138,0.0133804,0.0116109,0.00463854,0.0280965,0.00968113,0.00337903,0.00382073,0.029092,0.0146862,0.0319181,0.00668789,0.00430192,0.00299897,0.0146774,0.00589222,0.0156138,0.0339812,0.0600128,0.0122381,0.01054,0.0141538,0.0126759,0.012912,0.0162284,0.0224721,0.0812617,0.00492346,0.00652605,0.00630971
307,0.0253582,0.0195005,0.023258,0.0150633,0.0342431,0.0113237,0.00880676,0.0037951,0.0143205,0.00495473,0.0155946,0.00922633,0.014704,0.0123855,0.0186382,0.00826891,0.0124412,0.00882444,0.0045354,0.0262767,0.0134397,0.00569201,0.00667243,0.029151,0.0158076,0.0306914,0.00779456,0.00640489,0.00217596,0.0179581,0.0056439,0.0174728,0.0328835,0.0574733,0.011853,0.0110058,0.0130016,0.0131383,0.0138521,0.0167287,0.0203758,0.0766142,0.00817969,0.00859647,0.00826214
308,0.0263669,0.020282,0.0247128,0.0146613,0.0316261,0.0126686,0.00929124,0.00247352,0.0152651,0.00652943,0.0167709,0.0129629,0.0150479,0.0139777,0.0147155,0.00672071,0.0111704,0.00610943,0.00613789,0.0270069,0.016428,0.00805254,0.00975983,0.0286198,0.0167255,0.0294101,0.00972156,0.00868327,0.00303673,0.0205181,0.00509749,0.0189033,0.0316382,0.0547128,0.0114158,0.0113354,0.0117093,0.012745,0.0144153,0.0179809,0.0187558,0.0713349,0.0107226,0.0105769,0.010216
309,0.0267864,0.0203968,0.02573,0.0134501,0.0289471,0.0138932,0.00938413,0.00372281,0.0159666,0.00815406,0.0189624,0.0155986,0.0157908,0.0157364,0.0136612,0.00662134,0.00930629,0.00468505,0.00844233,0.0290716,0.0175463,0.0100225,0.0123563,0.0275716,0.0174095,0.0284566,0.0120355,0.0105538,0.00530918,0.0219972,0.00437867,0.0193848,0.0305981,0.0522191,0.010988,0.0111512,0.0103262,0.0117487,0.0141301,0.0182762,0.0169016,0.0665195,0.0118476,0.0114625,0.0113085
310,0.0265655,0.0198265,0.0262909,0.0118243,0.0277798,0.014503,0.00906244,0.00534274,0.0163297,0.00893138,0.0216511,0.0172186,0.0169125,0.0168127,0.0154204,0.00774521,0.00773318,0.00549772,0.01025,0.0310193,0.0168586,0.0113675,0.0139858,0.0263247,0.0183315,0.0278825,0.0139623,0.0118368,0.00736093,0.0224403,0.003465,0.0189405,0.0298743,0.05018,0.0109073,0.0104437,0.00877941,0.0105583,0.013247,0.0173699,0.0145158,0.0627873,0.0119539,0.0111308,0.0113015
311,0.0258918,0.0189101,0.0265923,0.0102899,0.0283494,0.0139876,0.00838874,0.00563771,0.0159473,0.00828197,0.0239298,0.018027,0.0181723,0.0168657,0.017861,0.00883596,0.00731025,0.00635153,0.0106981,0.0319202,0.015383,0.0119975,0.014455,0.0252616,0.0193164,0.0275614,0.0147908,0.0125454,0.00855439,0.0221806,0.00229064,0.0181648,0.0294005,0.0485193,0.010765,0.00934685,0.00707413,0.00952801,0.012427,0.0162864,0.0123482,0.0602498,0.0118887,0.010137,0.0105549
312,0.0251225,0.0180727,0.0269185,0.00907778,0.0299782,0.0122777,0.00726204,0.00438567,0.0146243,0.00663909,0.0251655,0.0183335,0.0192649,0.0157093,0.0192108,0.00865196,0.00783658,0.00554685,0.00945004,0.0316749,0.0142875,0.0121732,0.0137477,0.0245566,0.0197485,0.0274436,0.0141527,0.0126348,0.00880006,0.0215894,0.00106446,0.0177928,0.0291181,0.0470944,0.0104609,0.00792172,0.00546515,0.00889216,0.0121391,0.0157516,0.0112689,0.0586125,0.0120861,0.00906168,0.00960748
313,0.0246273,0.0175354,0.0273832,0.00833943,0.032191,0.00995199,0.00563784,0.00257018,0.0127406,0.00516593,0.0251028,0.0183661,0.0201619,0.0134189,0.0193415,0.00676649,0.00941959,0.00399263,0.00697726,0.0306788,0.0138626,0.0121456,0.0120247,0.0240921,0.0192424,0.0275815,0.0122008,0.011986,0.00830734,0.0208702,0.00151511,0.0180895,0.0290525,0.0458295,0.0101716,0.00638542,0.00440531,0.00873207,0.0123187,0.0153351,0.0111077,0.0573847,0.0122176,0.00821086,0.00885859
314,0.0245971,0.017237,0.0277853,0.00818541,0.0348379,0.00793121,0.00416438,0.00318909,0.0109464,0.00463826,0.02406,0.0181542,0.020994,0.0106865,0.0194293,0.00392267,0.011656,0.00405006,0.00443264,0.0296669,0.0131232,0.0115303,0.0096453,0.0236372,0.0180008,0.0278543,0.00955665,0.0106045,0.00749915,0.0199904,0.00278142,0.0186005,0.0291723,0.0446897,0.00951323,0.00534734,0.00428087,0.00884412,0.0126509,0.0143852,0.0110464,0.0561072,0.0116815,0.0076985,0.00844703
315,0.0250228,0.016977,0.0278814,0.00858366,0.0372214,0.0067201,0.00395682,0.00539047,0.00966426,0.00486748,0.02275,0.0177094,0.0217088,0.00818666,0.020071,0.0015507,0.0136328,0.00553774,0.00334159,0.0297302,0.0111352,0.0098174,0.0070046,0.0231004,0.0169367,0.0278133,0.00699103,0.00875052,0.00694946,0.0188207,0.00338745,0.0186532,0.029229,0.0436124,0.0087666,0.00548263,0.00500429,0.00883991,0.0128438,0.0128438,0.0106791,0.0544461,0.0101924,0.00732791,0.00815587
316,0.0257763,0.0166,0.0276355,0.00949271,0.0378909,0.00598926,0.00480808,0.00701459,0.00891985,0.00558091,0.0219117,0.017179,0.0220748,0.00617508,0.0203415,0.00163577,0.0151806,0.00733636,0.00446875,0.0318403,0.00832115,0.0072249,0.00435478,0.0225754,0.0166337,0.0268948,0.00505109,0.00679653,0.00691366,0.0173464,0.00294619,0.0180146,0.0288603,0.0425167,0.00838677,0.00656046,0.00613196,0.00845576,0.0126511,0.0111848,0.0101716,0.0522227,0.00793445,0.00671294,0.00760441
317,0.0267167,0.0160778,0.0271606,0.010927,0.0354454,0.00527642,0.00576737,0.00770547,0.00852053,0.00664995,0.0227657,0.016792,0.0220006,0.00524255,0.0192546,0.00195689,0.0166215,0.0094848,0.00650585,0.0358336,0.0061862,0.00479843,0.00200891,0.0221561,0.0166305,0.0247478,0.00390004,0.00498541,0.00705404,0.0157229,0.0014933,0.0169673,0.0279202,0.0413669,0.00797136,0.00772917,0.00723915,0.0077208,0.0120324,0.0100609,0.0099427,0.049445,0.00541786,0.00568386,0.00658092
318,0.0277648,0.0154874,0.0265801,0.0127332,0.0294431,0.00454335,0.00647892,0.00769711,0.00822861,0.00775711,0.0263396,0.0167282,0.0217281,0.00618786,0.0169209,0.000890328,0.0179743,0.0118786,0.0085164,0.0399067,0.00576384,0.00399826,0.00186805,0.0217952,0.0162583,0.0214696,0.0033996,0.00340377,0.00703634,0.0141822,0.00120741,0.015866,0.0266696,0.0402059,0.00745366,0.00852911,0.00812376,0.0070122,0.0113546,0.00971832,0.0104828,0.0462831,0.00343913,0.00432647,0.00514699
319,0.0288541,0.0149469,0.0259967,0.0144044,0.0211821,0.00397326,0.00686827,0.0074192,0.00780968,0.00850734,0.0307693,0.0170072,0.0216595,0.00795816,0.0140936,0.00164866,0.0188359,0.0138377,0.0102009,0.0416911,0.00639421,0.00477453,0.00348027,0.0213875,0.015376,0.0176475,0.00330831,0.00215196,0.00686587,0.0129313,0.00382428,0.0147676,0.0255681,0.0391371,0.00728504,0.00892708,0.00889008,0.00693914,0.0112357,0.00972181,0.0122072,0.0429897,0.00314261,0.0028267,0.00362971
320,0.029861,0.0145766,0.0255047,0.0152378,0.013874,0.00368363,0.00692301,0.00720746,0.00712444,0.00869554,0.0327556,0.01744,0.0220253,0.00891355,0.0113115,0.00461475,0.0188849,0.0147972,0.011478,0.0402496,0.00710421,0.0057764,0.00467789,0.020932,0.0144393,0.0141186,0.00345967,0.00157427,0.00666593,0.0121152,0.00637604,0.0135662,0.0248311,0.0381562,0.00763351,0.00901694,0.00961931,0.00769342,0.012178,0.00962534,0.0150806,0.0397399,0.00418251,0.00157569,0.00266
321,0.0306397,0.0144508,0.025183,0.0147767,0.00995735,0.00365451,0.00666802,0.00712109,0.00624703,0.0083886,0.0309579,0.0177321,0.0226816,0.00847574,0.00906508,0.00703858,0.0182606,0.0149451,0.0119043,0.0366885,0.00732897,0.0063783,0.00533828,0.0205448,0.0140763,0.0114766,0.00377876,0.00192807,0.00646265,0.0117982,0.00806137,0.0123562,0.0241876,0.0367885,0.00832806,0.00890805,0.010015,0.00860524,0.0144968,0.00954973,0.0183731,0.0363574,0.00522782,0.00133667,0.00267435
322,0.0311109,0.0144996,0.0251115,0.0131979,0.00715808,0.00377498,0.00622004,0.00702994,0.00543105,0.00781498,0.0263245,0.0176849,0.0231949,0.00708329,0.00790294,0.00805795,0.0173109,0.0149269,0.0109079,0.0321045,0.00692751,0.00632169,0.00562575,0.0203286,0.01455,0.00971909,0.00421366,0.00266412,0.00620733,0.0119111,0.00821544,0.0114403,0.0231129,0.033983,0.00909597,0.00869404,0.00962204,0.00875856,0.0178943,0.00977279,0.020798,0.0322665,0.00579927,0.00170461,0.00303266
323,0.031291,0.0144897,0.0253696,0.0112754,0.00467254,0.00390296,0.00581951,0.0068451,0.00492125,0.00720683,0.0201242,0.0172832,0.0232828,0.00526277,0.00741964,0.0072875,0.0160248,0.015266,0.00891137,0.0260833,0.00644799,0.00571821,0.00563679,0.0202768,0.0156364,0.00859019,0.0046817,0.00340287,0.00588196,0.0122389,0.00664714,0.0109796,0.0213421,0.0287548,0.00964063,0.00827845,0.00825968,0.00757953,0.02079,0.00979164,0.0210873,0.0269283,0.00584584,0.00190686,0.00318054
324,0.0312701,0.0141723,0.0259288,0.00992146,0.00623321,0.00394048,0.00569505,0.00662312,0.00483098,0.00672897,0.0125549,0.0165971,0.0229891,0.00317604,0.00676641,0.00486334,0.0141572,0.0160109,0.00743244,0.0178329,0.00671934,0.00516829,0.00559673,0.0202829,0.0168234,0.00798457,0.0050758,0.00401658,0.00553671,0.0125098,0.00444027,0.0107971,0.0191086,0.0211147,0.00976676,0.00741528,0.00631904,0.00506207,0.0211527,0.00888524,0.0187976,0.0202351,0.00551791,0.00206207,0.0031406
325,0.0311721,0.0134547,0.0265669,0.00957829,0.00824052,0.00394766,0.00582108,0.00644753,0.00514214,0.00648693,0.00399578,0.0157162,0.022504,0.00169094,0.0056706,0.00253506,0.0118748,0.0164997,0.00702021,0.00750837,0.00762254,0.005247,0.00585864,0.0202058,0.0175877,0.00757298,0.00532491,0.00443816,0.00525911,0.0125484,0.00513723,0.0106147,0.0167771,0.0123149,0.00950194,0.00622704,0.00515101,0.00186934,0.0182757,0.0076389,0.0146277,0.0127059,0.00505502,0.00244913,0.00315533
326,0.0310694,0.012436,0.0269772,0.00993492,0.00799106,0.00407634,0.0059766,0.00628459,0.00570184,0.00655108,0.00874544,0.0147817,0.0220694,0.002554,0.00426687,0.00496989,0.00960878,0.0159024,0.00672649,0.00879707,0.00843494,0.00585026,0.00652486,0.0199306,0.0176468,0.00683199,0.00542207,0.00465169,0.00514849,0.0123473,0.00865703,0.0103878,0.0144011,0.00570453,0.00910454,0.00538945,0.00628478,0.00221842,0.0134493,0.00752538,0.0099311,0.0084671,0.00473644,0.00320757,0.00349476
327,0.0309258,0.0113309,0.0269678,0.010396,0.00582061,0.00435489,0.00593766,0.00595981,0.00625077,0.00687972,0.0194649,0.0140031,0.0214104,0.0036634,0.00381246,0.00813377,0.00733243,0.0140326,0.00626963,0.0224099,0.00886856,0.00658912,0.00734755,0.0194423,0.0170939,0.00546228,0.00541364,0.00469411,0.00523133,0.0120332,0.0124872,0.0102314,0.0118939,0.00951884,0.00894797,0.00512433,0.0087592,0.00499073,0.00892422,0.00856097,0.00627063,0.0146527,0.00480984,0.0042756,0.00425628
328,0.0307051,0.0103844,0.0265786,0.0105991,0.00347183,0.00471709,0.00555105,0.00530564,0.00650481,0.00734079,0.0289016,0.0135275,0.0201032,0.00416291,0.00584856,0.00974466,0.00481722,0.0114257,0.00608768,0.0350168,0.0090233,0.00726746,0.0080223,0.0188173,0.0163205,0.00350574,0.00533,0.00461391,0.00544751,0.0117116,0.0159907,0.0101142,0.00947285,0.0162782,0.00931152,0.00527304,0.0114032,0.00715068,0.0066235,0.0099631,0.00596721,0.0230929,0.0053809,0.00544072,0.00528315
329,0.0304599,0.00978534,0.0260256,0.0104707,0.00530816,0.00515825,0.00476663,0.00432826,0.00631961,0.00779597,0.0359769,0.0132745,0.0186686,0.0041818,0.00887792,0.00978542,0.00296484,0.00884117,0.00652929,0.0445734,0.0089962,0.0077714,0.00837248,0.0181752,0.0158369,0.00409649,0.00515721,0.00441838,0.00573612,0.0113923,0.0189294,0.00987413,0.00772504,0.0214339,0.00993847,0.00617217,0.0136022,0.0085897,0.0075447,0.0114351,0.00873272,0.0286002,0.00631809,0.00645866,0.00629644
330,0.0302722,0.00956401,0.0255908,0.0101072,0.00980689,0.00564599,0.00366718,0.00330621,0.00583027,0.00808064,0.0405588,0.0130132,0.0176588,0.00393316,0.0116618,0.00912644,0.00452436,0.00693643,0.0076538,0.0509259,0.00870688,0.00796125,0.00835878,0.0176467,0.015977,0.00791967,0.00486647,0.0040868,0.00610788,0.0110581,0.0209789,0.00950859,0.00690011,0.0244639,0.0102644,0.00751541,0.0147241,0.00911229,0.0100133,0.0124962,0.0115299,0.0298143,0.00728988,0.00716692,0.0070561
331,0.030176,0.00958265,0.0254655,0.00960342,0.0144308,0.0060859,0.00243999,0.0027643,0.00540495,0.00806783,0.042971,0.0125937,0.0167469,0.00363356,0.013858,0.00862344,0.00774201,0.00627311,0.00922291,0.0549263,0.00801157,0.0077371,0.00799714,0.0173813,0.0166585,0.010425,0.00448712,0.00363014,0.00660224,0.0107572,0.0215029,0.0092528,0.00614812,0.0253955,0.0100698,0.00867849,0.0147158,0.00846005,0.0114843,0.0124775,0.0127677,0.0274689,0.00788797,0.00750344,0.00742548
332,0.0301567,0.00962865,0.0256293,0.00892503,0.0182701,0.00642254,0.00128156,0.00292358,0.00536628,0.00778034,0.0437045,0.012048,0.0159463,0.00364868,0.0155175,0.00854443,0.0108538,0.00709793,0.0108666,0.0574007,0.00689573,0.00712445,0.00729088,0.0175183,0.0175543,0.00950985,0.00414064,0.00313962,0.00719979,0.0105969,0.0197639,0.00931309,0.00581529,0.0239465,0.00955327,0.00960642,0.0144591,0.00685469,0.0107558,0.0111177,0.0121204,0.0234722,0.00782445,0.00747618,0.00738017
333,0.0301875,0.00956779,0.0258749,0.00822138,0.0208059,0.00665491,0.000409184,0.00330784,0.00574065,0.00737221,0.0432983,0.0114895,0.0158063,0.00439963,0.0167944,0.00878027,0.0133201,0.00897841,0.012364,0.0585476,0.00554518,0.00626306,0.00626274,0.0180693,0.0184307,0.00611016,0.00397946,0.00276781,0.0077806,0.0106471,0.0162339,0.00961456,0.00929595,0.0195854,0.00917163,0.010546,0.01508,0.006491,0.00854461,0.00866821,0.0102199,0.0197959,0.00709186,0.00713933,0.00697446
334,0.0302272,0.00944796,0.0260049,0.00800278,0.0218226,0.00687052,0.000912235,0.00360487,0.00634569,0.00708209,0.042209,0.0109997,0.0164229,0.00589882,0.0177389,0.00931683,0.0150504,0.0113666,0.0137307,0.058162,0.0042472,0.00530163,0.00501872,0.0188448,0.0193045,0.0052995,0.00405575,0.00267433,0.00814726,0.0108715,0.0130424,0.00996198,0.0153425,0.011892,0.00923621,0.0115601,0.0166471,0.0090511,0.00670145,0.00573843,0.00830454,0.0169701,0.00595912,0.00661659,0.00631313
335,0.0302241,0.00954694,0.0259756,0.00826386,0.0213371,0.00728911,0.00189506,0.00376937,0.00710713,0.00705922,0.0406946,0.0106395,0.0171295,0.00772689,0.018157,0.0101582,0.0164349,0.0141248,0.0150636,0.0562109,0.00322794,0.00420883,0.00368473,0.0195623,0.0204587,0.00748026,0.00430832,0.00287753,0.00809265,0.0111591,0.0107901,0.0102641,0.0205459,0.00286607,0.00938158,0.0122984,0.0178906,0.011705,0.00585151,0.00506787,0.0082767,0.0131758,0.0046971,0.00603289,0.0054898
336,0.0301647,0.0102327,0.025928,0.00875879,0.019514,0.00804672,0.0030837,0.00360297,0.0081949,0.00715132,0.0388476,0.0105313,0.0166769,0.00932574,0.017697,0.0110407,0.0182423,0.0175039,0.016431,0.0530987,0.00283459,0.00275355,0.00224551,0.0201157,0.0221191,0.00797653,0.00479545,0.00322574,0.00747925,0.0114381,0.00777171,0.0104647,0.0229086,0.0106329,0.00865735,0.0120044,0.0173251,0.0125093,0.00495035,0.00774991,0.00988601,0.00774465,0.00343636,0.00539099,0.00459531
337,0.0300936,0.0116398,0.0260679,0.00989378,0.0166943,0.00908996,0.00459949,0.00286669,0.00979988,0.00716299,0.0367106,0.0108524,0.0144063,0.0103294,0.0162424,0.011597,0.0209786,0.021581,0.0179082,0.0494593,0.00390545,0.00175155,0.00079736,0.0207221,0.0238663,0.00631745,0.00589124,0.00360614,0.00636826,0.0117546,0.00611909,0.010439,0.0218046,0.0181269,0.00663333,0.0102985,0.0144949,0.0112993,0.00362886,0.00918486,0.0102224,0.00447061,0.00304278,0.00469473,0.00390653
338,0.0300293,0.0134163,0.0264019,0.0112574,0.0135669,0.01037,0.00637936,0.0020948,0.0117275,0.00722122,0.0343678,0.0114472,0.011634,0.0107491,0.0142437,0.0116382,0.0240874,0.0255631,0.0193002,0.0457912,0.00621191,0.00414822,0.0022213,0.0216296,0.0247223,0.00393708,0.00779706,0.00406285,0.00532056,0.012209,0.0091619,0.0101767,0.0182523,0.0200894,0.00475744,0.00854268,0.0107647,0.00919987,0.00286009,0.00768862,0.00818336,0.00527852,0.00513878,0.00429451,0.00398709
