Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
101,0.0344146,0.0178933,0.0235221,0.0155169,0.012762,0.00728817,0.00145237,0.00676253,0.00867666,0.00622577,0.0286998,0.00791503,0.0125513,0.00124886,0.0162846,0.0052451,0.0159654,0.00620058,0.0043774,0.0341313,0.00578087,0.00557232,0.00267926,0.0250645,0.0175802,0.00849979,0.00296717,0.00626668,0.00541135,0.00607612,0.00690153,0.00958343,0.0170292,0.00415191,0.0196204,0.01197,0.00727607,0.00549213,0.0157558,0.0150573,0.0148387,0.0191039,0.0034991,0.00324153,0.00280598
102,0.0351251,0.0179874,0.0227714,0.015647,0.00768342,0.00781365,0.00141001,0.00670283,0.00769923,0.00562578,0.0281219,0.0111298,0.0134655,0.00257611,0.0155473,0.00723916,0.011567,0.00372772,0.00464373,0.0312964,0.00606202,0.0055472,0.00124287,0.0246319,0.018435,0.00568584,0.00314051,0.00705288,0.00508299,0.0051214,0.00793916,0.00925258,0.0148206,0.0063352,0.0200543,0.0143794,0.0103779,0.00487828,0.0164586,0.0166383,0.0167272,0.0225841,0.00450136,0.00325874,0.00358192
103,0.0356023,0.0181546,0.0218011,0.0154481,0.00184569,0.00833134,0.0018437,0.00655151,0.0069434,0.00503407,0.0279338,0.0143118,0.0147005,0.00446541,0.0148884,0.0101853,0.00789805,0.00300532,0.00589922,0.0293896,0.00688477,0.00597681,0.00254088,0.0243046,0.0190027,0.00698049,0.00356401,0.00746483,0.00472854,0.00429121,0.0104315,0.0088754,0.0130434,0.00756937,0.0205893,0.0159219,0.0120549,0.00399664,0.0168872,0.0180221,0.0187778,0.0205362,0.00557365,0.00389242,0.00449135
104,0.0357234,0.0184375,0.0208429,0.015398,0.00643913,0.00893612,0.00258912,0.00641175,0.00660624,0.00457358,0.027746,0.0169386,0.0159274,0.00644623,0.0141327,0.0133283,0.00711661,0.0052721,0.00785693,0.0280892,0.00794991,0.00670593,0.00433178,0.0243315,0.018708,0.0100798,0.00388099,0.00763053,0.00450736,0.00358417,0.0128007,0.00862698,0.0126393,0.00672763,0.0213877,0.0161011,0.0119531,0.00353006,0.0173741,0.019336,0.020265,0.0153716,0.00645288,0.00455132,0.00510211
105,0.035582,0.018764,0.0201505,0.0159198,0.0129863,0.00963292,0.00362176,0.0063344,0.00685083,0.00433236,0.0266845,0.0186985,0.0168676,0.00804599,0.0133101,0.0156697,0.00819572,0.00748846,0.00955229,0.0260595,0.00891514,0.00749053,0.00563422,0.0248696,0.0175252,0.0105076,0.00395947,0.00774445,0.00456562,0.00305026,0.0137073,0.0088005,0.012153,0.00516283,0.0223791,0.0151584,0.0106058,0.00330428,0.0179751,0.0205214,0.0204286,0.0105818,0.00682463,0.0046606,0.00515264
106,0.0354727,0.01902,0.0198691,0.0170341,0.018256,0.010316,0.0048638,0.00634131,0.0076347,0.00435065,0.0238575,0.0196304,0.017398,0.00902992,0.0133669,0.0164112,0.00926267,0.00884982,0.00990412,0.02179,0.00958265,0.00815276,0.00640002,0.025817,0.0159077,0.00739408,0.00387796,0.00790394,0.00494835,0.00299545,0.0131009,0.00950518,0.0114731,0.00486495,0.0232698,0.0137907,0.00892828,0.00298197,0.0180782,0.0215499,0.0191551,0.00733153,0.00650131,0.00396696,0.00462948
107,0.0356308,0.0191687,0.0199651,0.0183879,0.0214847,0.0108413,0.00603191,0.00642741,0.00865063,0.00452984,0.0188799,0.0200687,0.0175278,0.00962467,0.0150928,0.0152735,0.00973085,0.00949786,0.00812781,0.0146176,0.0099663,0.00863015,0.00684194,0.0268384,0.0144151,0.00331506,0.00386311,0.00809068,0.00556463,0.00364553,0.0116992,0.0105226,0.0119549,0.00625562,0.0237396,0.0127199,0.00776085,0.003062,0.017325,0.0227459,0.0171781,0.00594786,0.00562128,0.00259015,0.00373987
108,0.0360755,0.0192668,0.0202714,0.0195429,0.0222696,0.0111055,0.00677004,0.00649944,0.00950705,0.00462185,0.0130927,0.020376,0.0172848,0.0103036,0.0173809,0.0125359,0.00903568,0.00958273,0.0041936,0.00801009,0.0101634,0.00890441,0.00715458,0.0275447,0.0133519,0.00439722,0.00415466,0.00827223,0.0062483,0.00470649,0.0101384,0.0114795,0.0135086,0.00888618,0.023629,0.0124602,0.00771224,0.00378891,0.0162763,0.0244213,0.0155354,0.00711786,0.00469872,0.00103008,0.00292104
109,0.0366037,0.0193786,0.0205996,0.0202564,0.0208176,0.0110984,0.00691434,0.00643119,0.00996933,0.00442785,0.0139424,0.0207462,0.0167688,0.0111067,0.0187377,0.00890442,0.00855906,0.00915649,0.0023118,0.0167416,0.010243,0.00894156,0.00737434,0.0277463,0.0127043,0.00659762,0.00478148,0.00844198,0.00683711,0.00579536,0.00878132,0.0121096,0.0151445,0.0136842,0.0229932,0.0131191,0.00889063,0.00463356,0.0156511,0.0262213,0.0148957,0.0121492,0.00427815,0.000926536,0.00269298
110,0.0369326,0.0195252,0.0208332,0.0205294,0.0180304,0.0108888,0.00658397,0.00616768,0.010052,0.00395048,0.0240525,0.0211419,0.0162427,0.0114265,0.0188565,0.00543966,0.0117791,0.00838786,0.00769699,0.032113,0.0102072,0.00872761,0.0074223,0.0275352,0.0123574,0.00790828,0.00557035,0.00854821,0.00717206,0.00669005,0.00800712,0.0123377,0.0169127,0.0211058,0.022033,0.0141591,0.0109093,0.00536782,0.0154015,0.0274054,0.0152828,0.0223006,0.00434195,0.00172672,0.00301409
111,0.0369079,0.0197037,0.0209246,0.0204396,0.0153236,0.010562,0.00604634,0.00577139,0.00991865,0.0033498,0.035819,0.0213733,0.015974,0.0106905,0.0184467,0.00431393,0.0174394,0.00798591,0.0122376,0.0471354,0.0100051,0.00830847,0.00722168,0.0271602,0.0122869,0.00985057,0.00635694,0.00845334,0.0071227,0.00731256,0.00800507,0.012244,0.0192894,0.0299737,0.0210079,0.0147265,0.013214,0.00602602,0.015075,0.0276547,0.0163395,0.0353826,0.00446921,0.00202022,0.00339726
112,0.0365853,0.0199024,0.0208525,0.020024,0.0141302,0.0101656,0.00552603,0.00538406,0.00974196,0.00280458,0.0455979,0.0212191,0.0160243,0.00896944,0.0185176,0.00627693,0.0225569,0.00912884,0.0147649,0.0595244,0.00955981,0.00776257,0.00676458,0.026833,0.0125132,0.013168,0.00707351,0.0080438,0.00671347,0.00770771,0.0082928,0.0120173,0.0222677,0.0388224,0.0201215,0.0144483,0.015246,0.00659761,0.0145703,0.0272229,0.0177782,0.0487474,0.00443054,0.00192812,0.00362315
113,0.0361312,0.0201275,0.020581,0.0193176,0.0152138,0.00971301,0.00512364,0.00515415,0.00963403,0.00240578,0.0520672,0.0205352,0.0162655,0.00704776,0.0196896,0.00840455,0.0257291,0.0115773,0.0153253,0.0682729,0.00881577,0.00717285,0.00612724,0.0266428,0.0129595,0.0174695,0.00775347,0.00732888,0.00615037,0.00802457,0.00826105,0.0118677,0.025523,0.0468483,0.0193931,0.0136829,0.0165794,0.00717308,0.0140645,0.026455,0.0194759,0.0607958,0.00424692,0.00177732,0.00371748
114,0.0356459,0.0203823,0.0201083,0.0184407,0.0182318,0.00923967,0.00486409,0.00516118,0.00967434,0.00213609,0.0548505,0.0192662,0.0164562,0.00584565,0.021438,0.00935825,0.0267332,0.0137883,0.0144814,0.0728092,0.00776593,0.0065867,0.00539568,0.0265899,0.013446,0.0220341,0.00841575,0.0064393,0.00564093,0.00844033,0.00769457,0.0118698,0.0288151,0.0536823,0.0186825,0.0129297,0.0170336,0.00800935,0.0134791,0.0253722,0.0212596,0.070878,0.00409006,0.0018542,0.00377131
115,0.0351266,0.0206463,0.019523,0.0176353,0.0220051,0.00883301,0.00478367,0.00539281,0.00992419,0.00195609,0.0539291,0.0174257,0.0163698,0.00553612,0.0226159,0.00875927,0.0260804,0.0146523,0.0127795,0.0726133,0.00646026,0.00599376,0.00459693,0.0266514,0.0138341,0.0262076,0.00895082,0.00556723,0.00517282,0.00908376,0.00672002,0.0118944,0.0320057,0.0589747,0.0178679,0.0122753,0.0167266,0.00927376,0.0125246,0.0237785,0.0227828,0.0787589,0.00413579,0.0021525,0.0038501
116,0.0345676,0.0208621,0.0190214,0.017227,0.025388,0.00860023,0.00494331,0.00576835,0.0104159,0.0019295,0.0497141,0.0150867,0.0159733,0.00549768,0.0229705,0.00624186,0.0245266,0.0142397,0.0107987,0.0676123,0.00507091,0.00535218,0.00372624,0.026802,0.0140717,0.0295664,0.00921685,0.00487215,0.00454696,0.00997849,0.00564645,0.0117674,0.0348814,0.0624266,0.0169748,0.0115481,0.0160085,0.0108364,0.0112421,0.0216293,0.0236756,0.0842166,0.00439576,0.00243502,0.00396358
117,0.0340443,0.02095,0.0188313,0.0173773,0.0285947,0.00861895,0.0053458,0.00618537,0.0111264,0.00215372,0.0434582,0.012395,0.0153792,0.00558522,0.0235522,0.00225467,0.0225474,0.0139861,0.00918188,0.0591844,0.00407106,0.00466032,0.0028955,0.0269706,0.0140637,0.0319278,0.00916588,0.00438442,0.0036456,0.0110149,0.00483217,0.0114995,0.0370901,0.0639424,0.0161413,0.0108269,0.0153019,0.0124603,0.0101057,0.0191368,0.0237597,0.0869608,0.00470597,0.00248406,0.00405639
118,0.0336526,0.020876,0.0190409,0.0178068,0.0324611,0.00889822,0.00591003,0.00652525,0.0119736,0.00254778,0.036508,0.00956789,0.0145968,0.00661168,0.0254478,0.00549662,0.0201504,0.0151387,0.007887,0.0503226,0.00417679,0.00405165,0.00250447,0.0270185,0.0136178,0.0332597,0.00887614,0.00405512,0.00257278,0.0120243,0.00446454,0.0113074,0.0382886,0.0636182,0.0154583,0.0105025,0.0148722,0.0139929,0.00962238,0.0165531,0.0230636,0.0868136,0.00484719,0.00221112,0.00404228
119,0.0333545,0.0207134,0.0195411,0.0180115,0.0362031,0.00935345,0.0065376,0.00662555,0.0128162,0.00296428,0.0290917,0.00691419,0.0136826,0.00895507,0.0283448,0.0104852,0.0173843,0.0165376,0.0065247,0.0434745,0.00538671,0.00372984,0.00289781,0.0268277,0.0126016,0.0335733,0.00852398,0.00391141,0.00158068,0.0129027,0.00450577,0.0114417,0.0383441,0.0617175,0.0149563,0.0108256,0.0146896,0.0153171,0.00973705,0.0140522,0.0216868,0.0839822,0.00469077,0.00176807,0.00391589
120,0.0330036,0.0206708,0.0201513,0.0177176,0.0378833,0.00980058,0.00717579,0.0062088,0.0135482,0.00330322,0.0223288,0.00481318,0.0129425,0.0122131,0.0301741,0.0132389,0.0151086,0.0165069,0.00665075,0.0390553,0.00717135,0.00377972,0.0037744,0.0264459,0.0112797,0.0329757,0.00838048,0.0040635,0.00129225,0.0137803,0.00473766,0.0120156,0.0374147,0.0586612,0.0146179,0.0115895,0.0144338,0.0162073,0.0100742,0.012142,0.0198002,0.0791732,0.00432365,0.00181595,0.00381231
121,0.0325444,0.0209707,0.0208519,0.0169253,0.0362783,0.0101828,0.00782092,0.00491338,0.014154,0.00352873,0.0201731,0.0039179,0.0126991,0.0155543,0.0284559,0.014368,0.01434,0.0149433,0.00832051,0.0373768,0.00938108,0.00417126,0.00491399,0.0261341,0.0103364,0.031789,0.00872303,0.00467743,0.00228499,0.0149683,0.00493848,0.012945,0.0359,0.0549989,0.014422,0.0123716,0.0137736,0.0164204,0.0107738,0.0122899,0.0179482,0.0734705,0.00449567,0.00305718,0.004006
122,0.0321686,0.0216376,0.0217902,0.0157887,0.0319397,0.0108817,0.00853344,0.0026213,0.0146346,0.00389116,0.0228277,0.005056,0.0130307,0.0179156,0.0229072,0.0148869,0.0143156,0.012174,0.0086615,0.0383687,0.0119941,0.00494415,0.00642537,0.0261524,0.010389,0.0305151,0.00972269,0.0059183,0.00378408,0.0166375,0.00502909,0.0140098,0.0343215,0.051324,0.0143978,0.0129176,0.0127002,0.0159569,0.0120766,0.0152711,0.0169872,0.0680419,0.00632255,0.00528338,0.00498324
123,0.0320956,0.0223867,0.0230018,0.0146927,0.0271555,0.0123238,0.00938831,0.00119109,0.014969,0.00498732,0.026081,0.00787051,0.0138549,0.0191082,0.0162951,0.0146359,0.0137432,0.00820162,0.00784512,0.0405087,0.0147855,0.00624786,0.00840155,0.0264242,0.0116378,0.0295472,0.0113839,0.00770093,0.00529868,0.0185467,0.0050107,0.0149258,0.0331006,0.0481567,0.0144551,0.0131355,0.0114641,0.0150599,0.0134368,0.0189291,0.0167961,0.0637497,0.00918495,0.00793531,0.00687595
124,0.0322544,0.0228274,0.0242207,0.0141163,0.0242738,0.0141008,0.0102142,0.00356103,0.0152794,0.00690121,0.0281665,0.0112677,0.0149395,0.0197935,0.0123654,0.0136243,0.0123838,0.00561899,0.00864901,0.042435,0.0173209,0.00817906,0.0107407,0.0265661,0.013898,0.0290281,0.0134186,0.00959562,0.00666185,0.0201898,0.00499875,0.0154533,0.0324511,0.0458453,0.0142789,0.0129367,0.0102914,0.0140471,0.0140258,0.020583,0.0160534,0.0608855,0.0115946,0.0101325,0.00891151
125,0.032393,0.0228388,0.0250825,0.0139872,0.0241373,0.0152141,0.0105285,0.00507414,0.015708,0.00894038,0.0289646,0.0140637,0.0159597,0.0201893,0.0131235,0.0124073,0.0105028,0.00745519,0.0104749,0.0433701,0.0191352,0.0106178,0.0131223,0.026317,0.016524,0.0289251,0.0151693,0.0110316,0.00780405,0.0211633,0.00515614,0.0155465,0.0323558,0.044504,0.0138411,0.0122868,0.00930189,0.0131384,0.0135268,0.0192824,0.0140841,0.0591844,0.0127221,0.0111541,0.0101868
126,0.0322858,0.0225917,0.0254804,0.0136372,0.0263231,0.0150143,0.00995002,0.00492459,0.0159833,0.0103175,0.0287833,0.0154227,0.016696,0.0201337,0.0166656,0.0114742,0.00875911,0.00873176,0.0112109,0.0429975,0.0198134,0.0132888,0.0150447,0.025773,0.0184782,0.0290842,0.0158997,0.0115642,0.00832012,0.0213524,0.00549375,0.0153716,0.0326159,0.0439708,0.0135338,0.0113644,0.00853509,0.0123786,0.0123283,0.0162166,0.0115594,0.0581016,0.0126854,0.010963,0.0103689
127,0.0318928,0.0222881,0.0256387,0.0126996,0.0297053,0.0135934,0.00849428,0.00331211,0.0156114,0.0105337,0.0280786,0.0153143,0.0172134,0.0192973,0.0196371,0.0103853,0.007668,0.00766619,0.0103515,0.0416503,0.0190923,0.0157662,0.0160127,0.0251856,0.0189758,0.0292717,0.0152309,0.0111061,0.00778243,0.0208929,0.00586628,0.0151661,0.0329582,0.0438344,0.0135195,0.0104655,0.00791452,0.0116751,0.0111695,0.013539,0.00960921,0.0571383,0.0120919,0.0101125,0.00973123
128,0.0314297,0.0220011,0.0258699,0.0113723,0.0334419,0.0115884,0.00647705,0.00152218,0.0144687,0.00951306,0.0270474,0.0143562,0.0177908,0.0172149,0.0206758,0.00819915,0.00778891,0.00597144,0.00817765,0.0399846,0.0171864,0.0174396,0.0157515,0.024674,0.0181508,0.0292925,0.0133989,0.0099171,0.00646835,0.0200364,0.00617487,0.015075,0.0331203,0.04363,0.0134969,0.00986542,0.00740761,0.010956,0.0105775,0.01215,0.00877277,0.0560095,0.0113665,0.00916422,0.00877015
129,0.0311769,0.0216817,0.0263189,0.010072,0.0374321,0.00967266,0.00434013,0.00275236,0.0128823,0.007599,0.0256317,0.0132057,0.0185126,0.014176,0.0207175,0.0051289,0.00991308,0.00595609,0.00542894,0.0386225,0.0148533,0.0177535,0.0142803,0.0241662,0.0167768,0.0290132,0.011139,0.00829763,0.00538879,0.0189762,0.00635283,0.0149986,0.0328177,0.0430712,0.0131395,0.00965651,0.00711654,0.0102644,0.0107512,0.0112502,0.0087237,0.0545803,0.0105011,0.00832693,0.00782843
130,0.0312823,0.0212318,0.0269168,0.00932785,0.041342,0.00813253,0.00272989,0.00465537,0.0112575,0.00543016,0.0239434,0.0121645,0.019125,0.0111357,0.0212053,0.00308935,0.0128109,0.00757503,0.00324248,0.0385147,0.0128046,0.0165377,0.0118423,0.0235256,0.015339,0.0282152,0.00921152,0.00641194,0.00527863,0.0177411,0.0061795,0.0146093,0.0317806,0.042127,0.0124236,0.00971023,0.00707152,0.00962433,0.011525,0.0102803,0.00899653,0.0527145,0.00927378,0.00751729,0.00695246
131,0.0317151,0.0205767,0.0274994,0.00951236,0.0438583,0.00690493,0.00255942,0.00591887,0.00977285,0.00396974,0.0227986,0.0112487,0.0194248,0.00873668,0.0220285,0.00429313,0.0151711,0.00985029,0.00349773,0.0409521,0.011147,0.0140851,0.00874349,0.0226952,0.0138466,0.0265819,0.00792587,0.00443981,0.00576741,0.0162901,0.0053487,0.0136815,0.0300453,0.0409166,0.0115373,0.00994448,0.00709767,0.0088502,0.0123017,0.00950979,0.00959546,0.0502182,0.00756583,0.00652462,0.00599509
132,0.0323579,0.0197502,0.0279253,0.0105079,0.0432713,0.00584816,0.00341786,0.00654706,0.00838401,0.00456842,0.0241452,0.0104557,0.0195412,0.00754511,0.0220583,0.00561078,0.0170195,0.0124945,0.00574361,0.04597,0.0096844,0.0110612,0.00521501,0.0217192,0.012325,0.0239969,0.00714431,0.00267588,0.00628859,0.0146648,0.00381664,0.0123705,0.0280905,0.0395957,0.0106073,0.0103806,0.00703721,0.007684,0.0125921,0.00937462,0.0107543,0.0469542,0.0055039,0.00525447,0.00484217
133,0.0331176,0.0189337,0.0281368,0.0120312,0.0385958,0.0048622,0.00441388,0.00676286,0.00704605,0.00663794,0.0290565,0.00988927,0.0197823,0.00820645,0.0208847,0.00487941,0.0187184,0.0150646,0.00799926,0.0514567,0.00860751,0.00854627,0.00146131,0.0206703,0.0109628,0.0208312,0.00668182,0.00149284,0.00660912,0.0130254,0.00233456,0.0111094,0.0264357,0.0383641,0.00986098,0.0109706,0.00702683,0.00621373,0.0124734,0.00995187,0.0123879,0.0430344,0.00342988,0.00393731,0.00354136
134,0.0339224,0.0183719,0.0281951,0.0137995,0.030463,0.0039388,0.00541295,0.00681135,0.00593839,0.00846969,0.0351602,0.00963335,0.0204079,0.0096445,0.0188426,0.00209845,0.0199024,0.0165757,0.00979038,0.0546817,0.00858349,0.00785322,0.00250658,0.0196187,0.0100113,0.0177508,0.00649548,0.00139881,0.0066895,0.0115768,0.00300135,0.0102574,0.0251705,0.0374186,0.00983083,0.0115244,0.00747073,0.00521576,0.012385,0.0108523,0.0141091,0.0388604,0.00197053,0.00313861,0.00224347
135,0.0346644,0.0182104,0.0282693,0.0153192,0.0213775,0.00315423,0.00642214,0.006869,0.00546698,0.00929491,0.0390995,0.00960676,0.0214474,0.0101033,0.0164501,0.00311165,0.0197725,0.016519,0.0112472,0.0542982,0.00973012,0.00893002,0.00595183,0.0186713,0.00970238,0.0151372,0.00660422,0.00214768,0.00660819,0.0105004,0.00495155,0.00989123,0.0240462,0.0366376,0.010432,0.0117313,0.00847575,0.00563376,0.0126363,0.011556,0.0156531,0.0348786,0.00212801,0.00337104,0.00119105
136,0.0352246,0.0183822,0.0285563,0.015962,0.0145877,0.00251539,0.00743831,0.00704258,0.00575891,0.0093811,0.0393262,0.00963152,0.0226076,0.00904542,0.0146103,0.00670766,0.0183219,0.0156122,0.0117709,0.0510361,0.0112203,0.0103736,0.00856539,0.0179279,0.0100894,0.0128283,0.00698747,0.00317462,0.00650952,0.00987752,0.00652677,0.0099272,0.0227954,0.0351932,0.0109595,0.0112732,0.00943176,0.00688751,0.0131889,0.0117901,0.0169171,0.0311261,0.00312242,0.00432351,0.00122319
137,0.0355346,0.0186253,0.0291505,0.0154499,0.011296,0.00192016,0.00851738,0.00740057,0.00639325,0.00936082,0.0362018,0.00961267,0.0234447,0.00712704,0.0140564,0.00849762,0.0166495,0.0149989,0.0106164,0.0462438,0.0123358,0.0113288,0.0100708,0.0173745,0.0110334,0.0106739,0.00754149,0.00428031,0.00650973,0.00965347,0.00712404,0.0102615,0.0211805,0.0316918,0.011219,0.0100987,0.00959985,0.00771649,0.0138357,0.011556,0.0175866,0.0269411,0.0039835,0.00541572,0.00224382
138,0.0356083,0.0186698,0.0299621,0.0141907,0.0110485,0.00136663,0.00975405,0.00797079,0.00699139,0.00941357,0.0306318,0.00954304,0.0236764,0.00515624,0.0142721,0.00792571,0.0154268,0.015294,0.00850529,0.0402272,0.0129365,0.0116111,0.0106195,0.0168839,0.0122925,0.00920696,0.0080843,0.00528034,0.00661067,0.00965462,0.00685541,0.010687,0.0189967,0.0250911,0.0112651,0.0085496,0.00884861,0.00742357,0.0143153,0.0108094,0.0170113,0.0212852,0.00452374,0.00622159,0.00332121
139,0.0355505,0.0184339,0.0308142,0.0129514,0.0142582,0.00137096,0.0111664,0.00869886,0.00754796,0.00942009,0.0230272,0.00941376,0.0233514,0.00339466,0.0143824,0.0055499,0.0140981,0.0163919,0.00734969,0.0325791,0.0133065,0.011394,0.0107301,0.0163312,0.0135185,0.00907121,0.00841834,0.00600709,0.00673095,0.009663,0.00709114,0.0108891,0.0162579,0.0155731,0.0109797,0.00700928,0.00788377,0.00605113,0.0141016,0.00923566,0.0146518,0.0135813,0.00481558,0.00642679,0.00418111
140,0.0355011,0.0180307,0.031574,0.0122076,0.0184365,0.00216271,0.0125827,0.00943193,0.00825212,0.00944566,0.0135287,0.00922305,0.0226972,0.00241316,0.0139556,0.00397576,0.0123988,0.0174401,0.00736883,0.022748,0.0138798,0.0110613,0.0109952,0.0157075,0.0143199,0.00951208,0.00842553,0.0063712,0.00679013,0.00955484,0.00925094,0.0106672,0.0132882,0.00466226,0.0104049,0.00560251,0.00789616,0.00473591,0.0124727,0.00667536,0.0105625,0.00621638,0.00506178,0.00595039,0.00473911
141,0.0355162,0.0176188,0.0321822,0.0119344,0.0205858,0.00325219,0.0137979,0.0100673,0.00927458,0.00980076,0.00564039,0.00903571,0.0218562,0.00334968,0.0126776,0.00723167,0.010583,0.0175672,0.00714905,0.0120212,0.0149899,0.0111132,0.0118161,0.0151059,0.0144296,0.0093591,0.00811055,0.00640106,0.0067977,0.00932566,0.0126297,0.0100676,0.0105664,0.00742062,0.00987008,0.00464559,0.00939764,0.00539684,0.00930475,0.00492092,0.00542094,0.0124133,0.00549117,0.005042,0.00501306
142,0.0355188,0.0172873,0.0325875,0.0119088,0.0197775,0.00446339,0.0147238,0.0105745,0.0106035,0.0107109,0.01432,0.00903409,0.0207833,0.0049632,0.0104507,0.0119937,0.00824059,0.0165829,0.00651394,0.0146576,0.0165773,0.0118722,0.0132162,0.0146357,0.013841,0.0084566,0.00758495,0.00620858,0.00680894,0.00906663,0.0161003,0.00930211,0.00845518,0.0172391,0.00961061,0.00466898,0.0117456,0.0074294,0.00591652,0.00740963,0.00134662,0.0235879,0.00617366,0.00428009,0.00507376
143,0.0354188,0.0170614,0.03275,0.0119749,0.0165657,0.00562869,0.0153609,0.0109091,0.0120272,0.0120651,0.0262435,0.00941844,0.0195008,0.00614467,0.00797183,0.015829,0.00478979,0.0148486,0.00636674,0.0289223,0.0182626,0.0132302,0.0149007,0.0143069,0.0127709,0.00742225,0.00698267,0.00594222,0.00688575,0.00885248,0.0191693,0.00855921,0.00697252,0.0246841,0.00948689,0.00586101,0.0141642,0.00934338,0.00598846,0.0113691,0.00581131,0.0325253,0.00700023,0.00424782,0.00504482
144,0.0351909,0.0169419,0.0327047,0.0121098,0.0119264,0.00642139,0.0156429,0.0109208,0.0131939,0.0134795,0.0358464,0.0102093,0.0182164,0.0065855,0.00694504,0.017749,0.000675887,0.0128332,0.00731593,0.0419179,0.0196306,0.0147569,0.0164388,0.0140484,0.0116063,0.00794348,0.00640134,0.00570042,0.00705732,0.0086926,0.0216795,0.00794436,0.00615885,0.0290914,0.00919329,0.0078294,0.0161177,0.0107097,0.0100119,0.014567,0.0105603,0.0369957,0.007746,0.0048369,0.00504127
145,0.0348377,0.0169206,0.0326033,0.012363,0.00680089,0.00656846,0.0154342,0.0104432,0.013774,0.0145556,0.0421137,0.0111832,0.017164,0.00632643,0.00810814,0.0176889,0.00454394,0.0109831,0.00916091,0.0509553,0.0204108,0.016012,0.0174434,0.0138061,0.010831,0.010781,0.00589068,0.00548432,0.00731684,0.00857478,0.023379,0.00753006,0.00609344,0.0307879,0.00870623,0.00971762,0.0172651,0.011375,0.014357,0.0165892,0.0142558,0.0368405,0.00813358,0.00545309,0.00507307
146,0.0343428,0.0169405,0.0326635,0.0127155,0.0029807,0.00604826,0.0146539,0.00946169,0.0136059,0.0150567,0.0456221,0.0120329,0.0164303,0.00560704,0.0100674,0.0163628,0.00910383,0.00978529,0.0114581,0.0563159,0.0205081,0.0167194,0.0176748,0.0136135,0.0108052,0.0132637,0.00548805,0.00524694,0.00765052,0.00856642,0.0235668,0.0073936,0.00549864,0.0304815,0.00826391,0.0110349,0.0176707,0.0110513,0.0167861,0.0173375,0.0161921,0.0336179,0.00790757,0.00568777,0.00501511
147,0.0337047,0.0168992,0.0330195,0.0129888,0.00524429,0.00513914,0.0133835,0.00819278,0.0127392,0.0149547,0.0476082,0.0125479,0.0159419,0.00473256,0.0119788,0.0147391,0.0129654,0.00959403,0.0137446,0.0594542,0.0199839,0.0168158,0.0170936,0.0135696,0.0114483,0.0132073,0.00521706,0.00498701,0.00805751,0.00879064,0.0215777,0.00753377,0.00358954,0.0282633,0.00789177,0.0119897,0.0178721,0.00977691,0.016306,0.0168059,0.0162566,0.0293687,0.00693517,0.00542518,0.00469675
148,0.0329499,0.0167343,0.0335698,0.0129666,0.00914766,0.00427451,0.0118152,0.00697301,0.0113296,0.0143338,0.0489174,0.0126188,0.0156017,0.00419181,0.013836,0.0135618,0.0157807,0.0102457,0.0156214,0.0616244,0.0189495,0.0163725,0.0158148,0.0137899,0.0123792,0.0111375,0.00511779,0.00480749,0.00846912,0.0093445,0.0179761,0.00778478,0.00608619,0.0230995,0.00723919,0.0130581,0.0185771,0.00893983,0.0137672,0.0150201,0.0152517,0.0252897,0.00523729,0.00475513,0.00399863
149,0.0320924,0.0165301,0.0340215,0.0126261,0.012329,0.00377469,0.0101411,0.00610059,0.00953479,0.0132715,0.0497128,0.012167,0.0155027,0.00473586,0.0156772,0.0132171,0.017485,0.0112723,0.0169196,0.0631918,0.0174152,0.0154273,0.013994,0.0143329,0.0135078,0.00916761,0.00527573,0.00491982,0.00870886,0.0102471,0.0140824,0.00796709,0.0118715,0.0139235,0.00604679,0.014082,0.0196697,0.00951462,0.0112251,0.011649,0.0142532,0.021049,0.00299929,0.00392351,0.0028999
150,0.0311109,0.0165156,0.034065,0.0123028,0.0142414,0.00368776,0.00840997,0.00564854,0.00750561,0.011678,0.0498867,0.0111331,0.0158397,0.00629022,0.0171986,0.0136183,0.0184362,0.0125304,0.0177362,0.0638358,0.0151832,0.0137752,0.0116364,0.0151511,0.015152,0.00814371,0.00572497,0.00545806,0.00849261,0.0114604,0.0101067,0.00817245,0.0165039,0.00454169,0.00463187,0.013961,0.0197845,0.00977482,0.00991779,0.0068552,0.0137613,0.0155579,0.00155552,0.00339543,0.00154566
151,0.0300292,0.0169086,0.0335771,0.0124632,0.0145068,0.00403675,0.00654469,0.00541933,0.00568099,0.0093145,0.049398,0.00967405,0.0165162,0.0078786,0.0179531,0.0142166,0.0193946,0.0144275,0.0182734,0.063165,0.0120689,0.0110654,0.0086115,0.0161898,0.0173294,0.00753551,0.00641171,0.00631299,0.00753328,0.0128829,0.00682132,0.0088079,0.0186751,0.012343,0.00392172,0.0117519,0.0177154,0.00879143,0.00976687,0.00270009,0.0133082,0.0092583,0.00435445,0.0041309,0.00197932
