Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
269,0.0210767,0.00250412,0.008722,0.00951906,0.00532643,0.00586697,0.00527139,0.00488752,0.00709135,0.0170664,0.00733588,0.0147534,0.0057252,0.00909094,0.00780245,0.00573829,0.00810197,0.00890854,0.0170698,0.0164383,0.0139283,0.0138923,0.00798927,0.00792645,0.00375561,0.00483989,0.00720674,0.0119293,0.0105086,0.0206836,0.0154,0.00814356,0.0131355,0.00602358,0.0174512,0.0174257,0.0272113,0.0227646,0.0118677,0.00675611,0.00907172
270,0.0203637,0.00271,0.00760181,0.00936394,0.00586775,0.00423066,0.00564554,0.00594129,0.00633202,0.0151777,0.00696724,0.0135003,0.00495573,0.00875951,0.00740949,0.00666857,0.00910803,0.00669768,0.0139715,0.0148176,0.0131535,0.0138556,0.00634762,0.00587475,0.00268901,0.00603986,0.00873318,0.0112997,0.0109158,0.0195903,0.0135875,0.00631469,0.0107607,0.00566287,0.0151875,0.0198461,0.0218882,0.0232461,0.0118146,0.00694178,0.00959154
271,0.0200753,0.00276271,0.0060201,0.0102414,0.00596061,0.00257993,0.00587894,0.0068215,0.00495098,0.0139931,0.00744364,0.0118769,0.00437538,0.00786892,0.00681711,0.00610673,0.0105644,0.00517828,0.0110685,0.012689,0.0114103,0.0140089,0.00574922,0.00404089,0.00263784,0.00736022,0.00991153,0.0112274,0.0115264,0.0161807,0.0118387,0.00653255,0.00806884,0.00583088,0.0129404,0.0188436,0.0145558,0.0194995,0.0111533,0.00655174,0.00947342
272,0.0204466,0.00247426,0.00394036,0.011979,0.00661464,0.00118811,0.00543214,0.00703391,0.00297522,0.0136076,0.00863577,0.0104801,0.00525329,0.00699854,0.00669471,0.00547539,0.0116946,0.00455475,0.00806212,0.00970873,0.0081745,0.0144772,0.00772091,0.00839025,0.00362188,0.00870095,0.0104546,0.0120731,0.0122972,0.0133315,0.0104851,0.00781305,0.00693351,0.00626117,0.0108818,0.0138118,0.00827219,0.013345,0.00987219,0.00525265,0.00827504
273,0.0213417,0.0017893,0.00210127,0.0137352,0.00768255,0.000717058,0.00432294,0.00636245,0.00223227,0.0132157,0.00972397,0.00989549,0.00744503,0.00703316,0.00752042,0.00645751,0.0127124,0.0039556,0.00461434,0.00557392,0.00324012,0.0152852,0.0111365,0.0128948,0.00457428,0.010252,0.0102065,0.0141038,0.0129545,0.0135914,0.0095532,0.00681422,0.00527001,0.00590857,0.00828936,0.00721353,0.00542595,0.00810949,0.00845741,0.0035785,0.00626225
274,0.0221751,0.00132361,0.00198466,0.0147175,0.00778466,0.00182715,0.00362274,0.00502148,0.00567933,0.0127118,0.0102072,0.0101955,0.00957573,0.00797299,0.00916347,0.00920317,0.0142633,0.00486698,0.00190231,0.00113649,0.00293694,0.0162469,0.0142012,0.0143588,0.0052391,0.0121697,0.00920189,0.0172871,0.0135207,0.016663,0.00828967,0.00574637,0.00322939,0.00666442,0.00578328,0.00180751,0.00467723,0.00600823,0.0091893,0.00643752,0.00722954
275,0.0225603,0.0018048,0.00394492,0.014971,0.00611135,0.00360693,0.00407963,0.00384328,0.0102459,0.0132043,0.0102862,0.0109514,0.0107547,0.00878741,0.0109834,0.012449,0.016173,0.00830189,0.00481925,0.0051116,0.00910439,0.0170411,0.0159172,0.012617,0.00608527,0.0139442,0.00772328,0.0213586,0.0151468,0.0209848,0.00607119,0.00989955,0.00758255,0.00930815,0.0067705,0.00254365,0.00554968,0.00715827,0.0136463,0.013031,0.0128167
276,0.0228931,0.00237315,0.00684512,0.0153707,0.00356425,0.00556996,0.00463766,0.00385941,0.0142733,0.0151093,0.0108281,0.0113754,0.010547,0.0085121,0.0124712,0.0151197,0.017296,0.0119814,0.00827373,0.00903643,0.0137701,0.0173836,0.016114,0.00892797,0.00736798,0.0146267,0.00632662,0.0258033,0.0191365,0.0241556,0.00352933,0.0145636,0.0112454,0.010869,0.0102194,0.00621718,0.00798352,0.00891141,0.0192721,0.0195966,0.0186855
277,0.0235826,0.00267504,0.00939748,0.0165734,0.00435578,0.00710943,0.00498009,0.00427688,0.0165615,0.0171346,0.0124873,0.0108837,0.0090984,0.00689101,0.0138633,0.0168483,0.0166397,0.0143339,0.0104144,0.0110374,0.0159149,0.0171376,0.0154227,0.00493381,0.00851342,0.0139015,0.00548322,0.029606,0.0243518,0.0246464,0.00375421,0.0165933,0.011544,0.0104152,0.0128454,0.00903748,0.00987904,0.0093424,0.0232995,0.0237589,0.0222209
278,0.024168,0.00294546,0.0105817,0.0182471,0.007131,0.00770879,0.00523211,0.00371501,0.0167673,0.0179864,0.0146071,0.00981669,0.00749888,0.00449074,0.0160631,0.0178516,0.0142313,0.015103,0.0109206,0.0115944,0.0156054,0.0163495,0.0146458,0.00255542,0.00873882,0.0124182,0.0049931,0.0314484,0.0281872,0.0228825,0.00592227,0.0163209,0.0104422,0.00958298,0.0136367,0.00992011,0.0114783,0.00868077,0.0244259,0.0245478,0.0228171
279,0.0242025,0.00333615,0.010157,0.0193511,0.00838639,0.00712227,0.00552935,0.0020209,0.01565,0.0175411,0.0159304,0.00913674,0.00723378,0.00219093,0.0195983,0.0184341,0.0111178,0.0151602,0.0101259,0.0118157,0.013918,0.0151918,0.0140553,0.00286569,0.00777011,0.0107137,0.00465127,0.0306084,0.0290347,0.0204427,0.00654954,0.0154278,0.0105517,0.00959873,0.0126723,0.00856248,0.0132085,0.0078868,0.0228475,0.022735,0.0213037
280,0.0239883,0.00363524,0.00865715,0.0190879,0.00760382,0.00555639,0.00639046,0.00148356,0.0144544,0.0166932,0.0158999,0.00918533,0.00827805,0.000657272,0.0238124,0.0185684,0.0086428,0.0156899,0.00915545,0.0122745,0.0121924,0.0138515,0.0136353,0.00289979,0.00616225,0.00870127,0.00510862,0.0276474,0.0271425,0.0188143,0.00533769,0.0146856,0.0109724,0.00966099,0.0106349,0.00612315,0.014081,0.00722109,0.0196751,0.0200082,0.0188408
281,0.0239737,0.00351614,0.00700866,0.0177011,0.00550225,0.00378625,0.0072254,0.00350565,0.0138762,0.0163823,0.0149442,0.00921042,0.00970705,0.00130498,0.0272654,0.0180045,0.00730722,0.0168267,0.00946105,0.0128022,0.0111503,0.0125102,0.0134907,0.00202583,0.005105,0.00673903,0.00656126,0.024044,0.0240277,0.018651,0.00386603,0.0136893,0.0102877,0.00915575,0.00865811,0.00480989,0.0136704,0.0065789,0.0161866,0.0176834,0.0161175
282,0.0243332,0.00291102,0.00577986,0.0161429,0.00339717,0.00280669,0.00698896,0.00514414,0.0136881,0.016728,0.0137697,0.00847762,0.0113291,0.00210543,0.0287765,0.0166977,0.00659093,0.0175428,0.0111082,0.0131007,0.0106781,0.0113708,0.0135871,0.00260974,0.00514331,0.00553588,0.0081569,0.02105,0.0212726,0.0196815,0.00298896,0.0121813,0.00884486,0.00840315,0.00790318,0.00493396,0.0124763,0.00628269,0.0132494,0.0160581,0.0133981
283,0.0250455,0.00210407,0.00483025,0.0150677,0.00330795,0.00257694,0.00574762,0.00605819,0.0133711,0.0171851,0.0125576,0.0072159,0.0133068,0.00236747,0.028238,0.0149548,0.00623108,0.0169914,0.0130251,0.0130543,0.0102695,0.0105892,0.0135856,0.00480268,0.00546858,0.00481672,0.00923953,0.0189158,0.0196284,0.0210934,0.00211263,0.0103067,0.00753136,0.00795735,0.00887125,0.00488053,0.0107769,0.00659823,0.0111376,0.0145744,0.0108341
284,0.0258796,0.00164193,0.0039703,0.0144106,0.00513726,0.00226812,0.00449331,0.00641209,0.0127001,0.0171203,0.0110134,0.00620252,0.0155044,0.00246914,0.0265206,0.0132062,0.00647005,0.0152669,0.0146077,0.0127007,0.00945625,0.0101999,0.0131302,0.00654253,0.00548437,0.00397711,0.00965529,0.0172608,0.0189706,0.0220593,0.00155695,0.00828906,0.00668645,0.00810707,0.0111058,0.00496439,0.00841193,0.00749527,0.00981523,0.0126956,0.00850926
285,0.0265758,0.00196198,0.0032327,0.0138128,0.00700121,0.00191828,0.00415385,0.00647287,0.0117566,0.0162055,0.00898226,0.00591485,0.0174923,0.00334766,0.0245842,0.0117404,0.0072578,0.0131943,0.0158933,0.0121725,0.0081551,0.0101388,0.0120786,0.00694929,0.00518341,0.00300397,0.00952982,0.015801,0.0187774,0.0218806,0.00153947,0.00669936,0.00623217,0.00856729,0.013922,0.00762717,0.00639137,0.00887488,0.00910545,0.0106887,0.00642218
286,0.0270493,0.00262121,0.00262773,0.0131142,0.00806793,0.00215659,0.00462165,0.00642135,0.0106687,0.014588,0.00678747,0.00622872,0.0188551,0.00482853,0.0226644,0.0107118,0.00812149,0.0116747,0.0172134,0.0116623,0.00684858,0.0102946,0.0105247,0.00600068,0.00468867,0.0021191,0.00900058,0.0144837,0.0185099,0.019849,0.00174455,0.00679339,0.00644238,0.00849508,0.0167716,0.0120963,0.00784441,0.0101486,0.00864068,0.00928958,0.00460501
287,0.0272898,0.00314991,0.00265002,0.0123401,0.00788145,0.00285069,0.00532676,0.00623458,0.0094696,0.0127376,0.00510395,0.00655417,0.0193141,0.00592402,0.0202766,0.010299,0.00873483,0.0110975,0.0188791,0.011382,0.00618891,0.0105775,0.00875774,0.00457814,0.00411496,0.00193332,0.00809242,0.0132768,0.0178478,0.0154364,0.0023214,0.008533,0.0074908,0.00698961,0.0190134,0.0157061,0.0110996,0.0106531,0.00818194,0.00884976,0.00321092
288,0.0272584,0.00346803,0.00419881,0.0115879,0.00624732,0.00352418,0.00613564,0.00576803,0.00830481,0.0111964,0.00449692,0.00660944,0.0187724,0.00613871,0.0169718,0.0105201,0.00918705,0.0111467,0.0209201,0.011586,0.00623764,0.010997,0.00717526,0.00436112,0.00372936,0.00313775,0.00683472,0.0121127,0.0167704,0.0089422,0.00303428,0.0100108,0.00843961,0.00392849,0.019958,0.0170606,0.0128665,0.0111148,0.00800713,0.00908374,0.00265975
289,0.0269895,0.0037269,0.00693673,0.01115,0.00352303,0.00416576,0.00734047,0.00495343,0.00774397,0.0104703,0.00463025,0.00660262,0.0174189,0.00564035,0.0130338,0.010945,0.00977116,0.011073,0.0230799,0.0125837,0.00681166,0.0116458,0.00607939,0.00640153,0.00396865,0.00505349,0.00546377,0.0110345,0.0154924,0.00287581,0.00376536,0.00982886,0.0087081,0.00260507,0.0193263,0.0163524,0.0126369,0.0132371,0.00869772,0.00962607,0.00364424
290,0.0267057,0.00406046,0.0101142,0.0113791,0.00242918,0.00489123,0.0091464,0.0039147,0.00837118,0.0107217,0.00463007,0.00675563,0.0157841,0.00528662,0.00944354,0.0110701,0.010812,0.0102109,0.0250507,0.0145314,0.00814353,0.0125527,0.00551734,0.00887173,0.00493821,0.00697847,0.00445002,0.0102637,0.0144049,0.00665324,0.00466345,0.00776001,0.00965113,0.00590986,0.0176376,0.0147753,0.0115027,0.0162737,0.0103238,0.0105723,0.00576654
291,0.0267221,0.00440174,0.0129544,0.0122959,0.00516365,0.0055474,0.0110601,0.00296427,0.00975391,0.0113561,0.00433059,0.00735776,0.0146119,0.00638946,0.00716576,0.0107106,0.0124054,0.00897225,0.0264975,0.0171212,0.0103007,0.013548,0.00544689,0.00928325,0.00621334,0.0084628,0.00413478,0.00998526,0.0139713,0.0106336,0.00576317,0.00452431,0.0121469,0.00826929,0.0159345,0.0136254,0.0104739,0.0176841,0.0122367,0.0120822,0.00810589
292,0.0271597,0.00459443,0.0147647,0.0134536,0.00755837,0.00588443,0.0121561,0.0026433,0.0108828,0.011493,0.00435403,0.0090196,0.0143601,0.00887219,0.00647379,0.00981143,0.0137255,0.00963851,0.0269597,0.019557,0.0126889,0.0143046,0.00577795,0.00668434,0.0072854,0.00927972,0.00421998,0.010092,0.014437,0.0109884,0.00703592,0.00218333,0.0143505,0.00881156,0.0148198,0.0133782,0.0104092,0.0158788,0.0137228,0.0137661,0.00997901
293,0.0277731,0.0045751,0.01527,0.0141725,0.0086931,0.00590314,0.0118704,0.00338522,0.0111741,0.0108006,0.00506885,0.0115623,0.0145881,0.0113511,0.00682437,0.00836886,0.0134527,0.0125552,0.0261078,0.0209574,0.0143939,0.0145394,0.00621478,0.00483043,0.00788405,0.00940933,0.00420358,0.0102552,0.0155439,0.00837738,0.00848179,0.00429545,0.0147471,0.00849451,0.0139692,0.0136819,0.0122338,0.0110903,0.0144091,0.0149755,0.0110442
294,0.0281512,0.00438786,0.0147444,0.0139665,0.00872827,0.00589844,0.0104226,0.00476432,0.0106359,0.00962725,0.00629534,0.0139147,0.0144942,0.0127248,0.00706363,0.00684225,0.0114084,0.0144955,0.0240907,0.0208558,0.0147341,0.0142318,0.00644766,0.00830126,0.00808521,0.00895553,0.00413138,0.0101719,0.0166688,0.0062476,0.00992678,0.00687547,0.0134467,0.0083982,0.0129505,0.0144864,0.0152492,0.00547835,0.0142708,0.0153227,0.0113066
295,0.0280612,0.00409473,0.0137802,0.0128063,0.00784708,0.00615663,0.0085762,0.006165,0.00957258,0.00843527,0.00786675,0.0155404,0.0140443,0.0126987,0.00626956,0.00630985,0.00950239,0.0129481,0.0214764,0.0193783,0.0136233,0.0136878,0.00634759,0.0107705,0.00811869,0.00808184,0.00445225,0.00975324,0.0173519,0.00628563,0.0110009,0.00858631,0.0111825,0.0083209,0.0119743,0.0158819,0.0178067,0.00413305,0.013524,0.0148212,0.0110155
296,0.0275783,0.00376624,0.0129031,0.0110371,0.0057673,0.00661663,0.00703417,0.00718695,0.00829239,0.00731605,0.00945948,0.0165195,0.0136502,0.0116414,0.00582533,0.00748606,0.00966245,0.00775038,0.0188652,0.0170156,0.0115334,0.0133454,0.0060155,0.00996754,0.00803079,0.00699479,0.00513461,0.00918412,0.0176409,0.00525985,0.011465,0.00967668,0.00855202,0.00790649,0.0114499,0.0170021,0.0187747,0.00672279,0.0125006,0.0138223,0.0105379
297,0.026923,0.00351802,0.0122967,0.00916714,0.0025887,0.00695608,0.00604386,0.00765015,0.00703178,0.00626103,0.0106273,0.0166596,0.013096,0.0102344,0.00974319,0.00919581,0.0118051,0.00745364,0.0165891,0.014282,0.00916687,0.0134259,0.00575238,0.00685918,0.00765475,0.00590355,0.00572956,0.00878124,0.017882,0.00330842,0.0115053,0.0105449,0.00634604,0.00769615,0.0111681,0.0166772,0.0177811,0.00856419,0.0115075,0.0128381,0.0101803
298,0.0262286,0.00343698,0.0117877,0.00767779,0.00349731,0.00688307,0.00548375,0.00758369,0.005969,0.00555985,0.0110797,0.0158044,0.0121132,0.00974885,0.0165325,0.00946936,0.0159339,0.0184735,0.0147161,0.0115454,0.00714252,0.0137902,0.00576964,0.00371939,0.00685278,0.00492737,0.00608626,0.00873472,0.018255,0.00464104,0.011532,0.0112604,0.00578448,0.00813462,0.0106039,0.0146675,0.0151555,0.0097897,0.0107141,0.012206,0.00996983
299,0.0255071,0.00348465,0.0111175,0.00682189,0.00743883,0.0062592,0.00517487,0.00718016,0.00521293,0.0055304,0.0107812,0.0146704,0.0113782,0.0109667,0.0232534,0.00811771,0.0198443,0.0303824,0.0132255,0.00903788,0.00580657,0.0141411,0.00592692,0.00327726,0.00565793,0.0040566,0.00638126,0.00900149,0.0186081,0.00683686,0.0116218,0.0116829,0.0068464,0.00880838,0.00970404,0.0118197,0.011733,0.0110071,0.0100794,0.0118253,0.00962423
300,0.0247816,0.00351858,0.0102049,0.00653934,0.00964984,0.0051039,0.00510632,0.00674389,0.00484216,0.00614852,0.00981604,0.0140263,0.0114775,0.0121452,0.0282031,0.00831947,0.0205687,0.0382279,0.0120863,0.00691519,0.00512048,0.014247,0.00600112,0.00430603,0.00428325,0.00325127,0.00676845,0.00946973,0.0186855,0.00760683,0.0114486,0.0116523,0.00820284,0.00916864,0.00888627,0.00948413,0.00868668,0.0122985,0.00937909,0.011312,0.00877417
301,0.0241931,0.00342142,0.0091202,0.00666478,0.00940411,0.003595,0.00542672,0.00657212,0.00497834,0.00729311,0.00814685,0.0132858,0.0112679,0.0114159,0.0307176,0.0108061,0.0175906,0.0387205,0.0111973,0.00525689,0.00476594,0.0140157,0.00613315,0.00483443,0.0030634,0.00253172,0.00715894,0.0101617,0.0184331,0.00725547,0.0107375,0.0110402,0.0091001,0.00896138,0.00842503,0.00848195,0.00763596,0.0132178,0.008356,0.0103492,0.00719541
302,0.0239659,0.00322871,0.00790596,0.00754662,0.00882429,0.00211698,0.00619245,0.0066857,0.0057561,0.00883756,0.00594359,0.0117784,0.00930779,0.00895048,0.031074,0.0123274,0.0123858,0.0323962,0.0102775,0.00408567,0.00450448,0.0134962,0.00687182,0.00514444,0.00220691,0.00190614,0.00726938,0.0112483,0.0181166,0.00672204,0.00954045,0.00989578,0.00938128,0.00817679,0.00816153,0.00847497,0.00934473,0.0130937,0.00687076,0.00884467,0.00505266
303,0.024236,0.00312696,0.00652024,0.00938147,0.0110798,0.00155563,0.00726123,0.00672514,0.00718399,0.0104594,0.00429643,0.010223,0.00573495,0.00691297,0.0300008,0.0121376,0.00695412,0.0240839,0.00880887,0.00386453,0.00452393,0.0129086,0.00844569,0.00564356,0.00165075,0.00131953,0.00681605,0.0129294,0.0181702,0.00709674,0.00815368,0.00852996,0.00915313,0.00708375,0.00799725,0.00916782,0.0124094,0.0113846,0.00514364,0.00699109,0.00392311
304,0.024838,0.00325267,0.00512606,0.0111503,0.0143395,0.00235921,0.00847042,0.00625921,0.00908922,0.0117496,0.00435391,0.010024,0.00256832,0.00834181,0.0277622,0.0110029,0.00329426,0.0186426,0.0066947,0.00569511,0.00568988,0.0126035,0.0102794,0.00591433,0.00186487,0.00121174,0.00581696,0.0153271,0.0188679,0.00917011,0.00685924,0.00736182,0.00867127,0.00629424,0.00817454,0.0107954,0.0155079,0.00807975,0.00456831,0.00567281,0.00639328
305,0.0252962,0.00353942,0.00475772,0.011972,0.0154233,0.00349705,0.00960305,0.00513389,0.0111191,0.0126291,0.00579644,0.0129038,0.00625178,0.0121414,0.0245411,0.0097357,0.00516849,0.0167619,0.00631539,0.00917985,0.00845386,0.0128556,0.011661,0.00530664,0.00320658,0.00232219,0.00497877,0.0183711,0.0201062,0.0122504,0.00558003,0.00661476,0.00825735,0.00611074,0.00878698,0.0129643,0.0179415,0.00400691,0.00678639,0.00652544,0.0105288
306,0.0252265,0.00408657,0.0062264,0.0119652,0.0131492,0.00460648,0.0101117,0.00357643,0.0128169,0.013604,0.00827678,0.0179746,0.0117518,0.0149385,0.0226079,0.0101235,0.0104184,0.0164668,0.010043,0.0128954,0.0118554,0.0137971,0.012315,0.00371671,0.00496823,0.00384476,0.00528437,0.0216485,0.0215427,0.0146092,0.00388358,0.00621258,0.00802686,0.00585,0.00952386,0.0146983,0.0192966,0.00237558,0.0104135,0.00910355,0.0144473
307,0.024732,0.00529073,0.00819278,0.0117433,0.00830119,0.00558805,0.00938053,0.00206031,0.0138898,0.0151271,0.0111781,0.0217018,0.0148776,0.0148781,0.0242736,0.0128007,0.0155116,0.0152723,0.0146568,0.0155789,0.0145878,0.0154233,0.012386,0.0023878,0.00652558,0.00504167,0.00603391,0.0244381,0.0229194,0.0148248,0.00195815,0.0059095,0.00783667,0.00481895,0.0101383,0.015567,0.019388,0.0049106,0.0139414,0.0115946,0.0171252
308,0.0241432,0.0071472,0.00959371,0.0119508,0.00279458,0.00640426,0.00766726,0.00114753,0.0143412,0.0166983,0.0138192,0.0224809,0.0142979,0.0124524,0.0268027,0.015322,0.0197761,0.0126791,0.0176455,0.0166984,0.0159026,0.017337,0.0122071,0.00372483,0.00730841,0.00552145,0.00569339,0.0260894,0.0241244,0.0127006,0.00238783,0.0054517,0.0077258,0.0031292,0.010967,0.01621,0.0183242,0.00676687,0.0164511,0.0130363,0.0180932
309,0.0235788,0.00912161,0.0105214,0.0129305,0.00163803,0.00696158,0.00633012,0.00115006,0.014143,0.017313,0.0157775,0.0218891,0.012102,0.0104632,0.0268592,0.0154997,0.0229009,0.0103506,0.0183438,0.0166787,0.0158263,0.0188383,0.012157,0.00543171,0.00696281,0.00567644,0.00393993,0.0264538,0.0250142,0.00936518,0.00397718,0.00474469,0.00792465,0.00150795,0.0128838,0.0175904,0.0164722,0.00733489,0.0173944,0.0133403,0.0175917
310,0.0231374,0.0104508,0.0114152,0.0144023,0.0041126,0.0069698,0.00581315,0.00146,0.0130833,0.0164812,0.0167929,0.0219644,0.0117075,0.010653,0.0243743,0.0129918,0.0234563,0.0093201,0.0175079,0.0164543,0.0148361,0.0194633,0.0125044,0.00577082,0.0057312,0.00641181,0.00324425,0.0259078,0.0254338,0.00649586,0.00462008,0.00431215,0.00843847,0.00108513,0.0161767,0.0196309,0.0143138,0.00702448,0.0167384,0.0130221,0.0163743
311,0.0230832,0.0105626,0.0121717,0.0156581,0.00475938,0.00619411,0.00501636,0.00221882,0.0112453,0.0146421,0.0168079,0.0223781,0.0124562,0.0108928,0.0210637,0.00939664,0.0210255,0.0094677,0.0165335,0.0166237,0.013444,0.0192766,0.0131825,0.0045871,0.00460996,0.00739158,0.00559076,0.0249848,0.0252228,0.00548179,0.00429274,0.00529428,0.00913316,0.00162874,0.0200399,0.0213634,0.0122959,0.00686276,0.0150385,0.0127644,0.0151225
312,0.0235589,0.00969907,0.0123457,0.016118,0.00433045,0.00485798,0.00383001,0.0036596,0.00924014,0.0129298,0.0160171,0.0216644,0.0119012,0.00989421,0.0184241,0.00721274,0.017206,0.0109081,0.0164142,0.0170233,0.0119981,0.0186919,0.0138071,0.00256602,0.00450961,0.00762203,0.00774877,0.024065,0.024229,0.00627439,0.00350805,0.00694445,0.0099889,0.00223936,0.0234519,0.0220451,0.0106852,0.00756035,0.0131646,0.0128676,0.0140557
313,0.0244776,0.00882595,0.0118721,0.0158189,0.00419601,0.00363821,0.00301413,0.0051953,0.00768059,0.0123564,0.0147943,0.0192881,0.00989253,0.00859994,0.0171734,0.00708864,0.0136029,0.013122,0.0171892,0.0171676,0.0106653,0.0180649,0.0140564,0.000924577,0.00485301,0.00702638,0.00874484,0.0233041,0.022645,0.00732876,0.0031388,0.0076274,0.0111312,0.00296611,0.025758,0.0215365,0.00951192,0.00841499,0.0117204,0.0130838,0.0131024
314,0.0256413,0.00861722,0.0111324,0.0153188,0.0051505,0.00313868,0.00263844,0.00619032,0.00667073,0.012891,0.0135369,0.0159269,0.00784804,0.0082131,0.0172366,0.00770953,0.0105466,0.0149067,0.0182283,0.0168293,0.00948462,0.0174494,0.0139248,0.00197648,0.00482975,0.00618383,0.00902256,0.0226332,0.0210151,0.00788191,0.0041424,0.00701178,0.0126443,0.00364376,0.0267063,0.0201402,0.00875163,0.00854515,0.0106626,0.0130402,0.012142
315,0.0267737,0.00879441,0.0103818,0.0150506,0.00609783,0.0032345,0.00236372,0.00640828,0.00599059,0.013657,0.0124878,0.0125854,0.00691638,0.00862226,0.0179768,0.00827255,0.00804255,0.0154406,0.0189122,0.0162197,0.00842019,0.0167452,0.0134699,0.00361321,0.00437704,0.00543561,0.00916574,0.0218198,0.0196566,0.00832215,0.00609494,0.00594659,0.0144017,0.00383026,0.02637,0.0183424,0.00847949,0.00790803,0.00963922,0.0126297,0.0109872
316,0.0275925,0.00865752,0.00951172,0.0149143,0.00586334,0.00347885,0.0022069,0.00599778,0.00541951,0.0139291,0.0116471,0.0096032,0.0066337,0.00889167,0.0188986,0.00870829,0.00647919,0.0145729,0.0190787,0.0157718,0.00742254,0.0159125,0.012479,0.00513361,0.00377481,0.00475883,0.00922283,0.0206478,0.01827,0.00904775,0.00825331,0.00535634,0.0162236,0.00326133,0.0250396,0.0164831,0.00855159,0.00698352,0.00857742,0.0120453,0.00942346
317,0.0279545,0.00792956,0.00840227,0.0145637,0.00442209,0.00371207,0.00223914,0.00526253,0.00479567,0.0136388,0.0108778,0.00683776,0.00622827,0.00816128,0.0196016,0.00972816,0.00697026,0.0126397,0.0189795,0.0156691,0.00650145,0.0149396,0.0106306,0.00629348,0.0033176,0.00418348,0.00898109,0.0190953,0.0163912,0.00971258,0.0103427,0.00533086,0.0179666,0.00217425,0.0229727,0.0145589,0.00846877,0.00611394,0.00785781,0.0116527,0.00745634
318,0.0279213,0.00691022,0.00715964,0.0138427,0.00325449,0.00398327,0.00249841,0.00448963,0.00404563,0.0132606,0.0100688,0.00518816,0.00621096,0.00605057,0.0195815,0.0114088,0.00926877,0.0105024,0.0189667,0.015743,0.00581523,0.0138532,0.00798647,0.00664709,0.00320652,0.00384555,0.0084224,0.0173712,0.0141368,0.00981207,0.0123045,0.00542023,0.0193836,0.00128154,0.0201552,0.0124453,0.00801391,0.00528192,0.0080205,0.0118157,0.00557322
319,0.0276914,0.0059176,0.00606968,0.0128815,0.00381843,0.00442624,0.00308905,0.00396752,0.0032658,0.013386,0.00922006,0.00635344,0.0072344,0.00315687,0.0186732,0.0127166,0.0110359,0.00968218,0.0192716,0.0158593,0.00576753,0.0129148,0.00525622,0.00571464,0.00343649,0.00383687,0.0077132,0.0157959,0.0121778,0.00921717,0.0140247,0.00557414,0.0201189,0.00171041,0.0165237,0.0103913,0.00763892,0.00437138,0.00921967,0.0126743,0.00479043
320,0.0274754,0.00494757,0.0053816,0.0119254,0.00545771,0.00518956,0.0041388,0.00403403,0.00288948,0.0141247,0.00847962,0.00830107,0.00838942,0.00241776,0.0172151,0.01291,0.0108034,0.010466,0.0199592,0.016065,0.00673991,0.0125539,0.00344789,0.00339541,0.00382754,0.00421662,0.00703395,0.0146086,0.0110642,0.00813619,0.0153152,0.0060651,0.0199688,0.00322858,0.0125596,0.00945329,0.00793245,0.00339371,0.011108,0.0140658,0.00557581
321,0.0274127,0.00392734,0.00512229,0.0111548,0.00733491,0.00630524,0.0056222,0.00481849,0.00340137,0.0149464,0.00809234,0.00905839,0.00874811,0.00437157,0.0156192,0.0121996,0.00922576,0.0108182,0.0208905,0.016438,0.00854937,0.0129395,0.0029406,0.00121189,0.00424253,0.0049981,0.00651658,0.0138247,0.0107827,0.00702624,0.0161948,0.00688493,0.0191138,0.00534478,0.0094068,0.0104041,0.0089036,0.00278323,0.0131724,0.0156414,0.00707057
322,0.0275611,0.00292466,0.00533461,0.0106165,0.00778699,0.00759885,0.00727216,0.00603762,0.00441874,0.0153112,0.0082068,0.00865013,0.00856917,0.0056886,0.0140147,0.0114648,0.00854811,0.00956959,0.0217038,0.0169963,0.010609,0.0138196,0.00336026,0.00409299,0.00464973,0.00604888,0.00618691,0.0132626,0.0109287,0.0070113,0.0169517,0.00778275,0.0180071,0.00778217,0.00784196,0.0117927,0.00999123,0.00396963,0.0149131,0.0169872,0.0086167
323,0.0278827,0.00212109,0.00625041,0.0102335,0.00578313,0.00876751,0.00868527,0.00725912,0.0052825,0.0151438,0.00873733,0.00770471,0.00863144,0.00626924,0.0123382,0.0114788,0.00875379,0.00750433,0.0220262,0.0176272,0.0123226,0.0147695,0.0044698,0.00697063,0.005025,0.00714078,0.00589921,0.0127433,0.0111535,0.00944421,0.0178331,0.00860406,0.0169381,0.0100673,0.00738796,0.0117228,0.0104021,0.00721909,0.0159224,0.0177139,0.0100209
324,0.0281931,0.00167622,0.00797491,0.00980497,0.002993,0.00955841,0.00950941,0.00813052,0.00567322,0.0146923,0.00947414,0.00692511,0.00915726,0.00686758,0.0105992,0.0124166,0.00806575,0.00560417,0.0217538,0.0180668,0.013274,0.0154273,0.00597137,0.00856064,0.00531647,0.00803835,0.00547165,0.0122698,0.0113443,0.013416,0.0189198,0.00936428,0.0156782,0.0115901,0.00763028,0.00954198,0.00976392,0.0112344,0.0160145,0.0175351,0.0111575
