Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
286,0.0127539,0.0285888,0.048838,0.0204147,0.00822684,0.00358388,0.00216624,0.00256204,0.0145342,0.0136433,0.00800058,0.00908925,0.0139413,0.00320075,0.00597333,0.0268969,0.0183168,0.00985537,0.00615611,0.00396083,0.00455537,0.00745513,0.0608956,0.0300321,0.0184123,0.00667153,0.00285199,0.00310208,0.00828011,0.0077289,0.0189245,0.0172245,0.00626218,0.00273487,0.00396531,0.013363,0.0113989,0.0196513,0.00188968,0.00458015,0.00342286
287,0.0125675,0.0277887,0.0476435,0.0197501,0.00693043,0.00309248,0.00161372,0.00306517,0.0137848,0.0127155,0.00734379,0.00935552,0.0131713,0.00292073,0.00466336,0.0267015,0.0168533,0.00842419,0.0058561,0.00402496,0.00367835,0.00605017,0.059978,0.0242114,0.0218531,0.00635143,0.00244873,0.00310423,0.00799628,0.00674652,0.0153533,0.0164603,0.00650567,0.00433361,0.00548976,0.0151036,0.0103563,0.0166023,0.0020938,0.00503564,0.00372419
288,0.0125397,0.0269292,0.0464141,0.018745,0.00615964,0.00271941,0.00203199,0.00340601,0.0130196,0.0116546,0.00666489,0.009811,0.0122309,0.00406118,0.00361326,0.0251793,0.0145908,0.00671799,0.00587966,0.00497798,0.00352224,0.00468597,0.0590887,0.0192908,0.0243416,0.0059714,0.00243775,0.00297462,0.00781899,0.00614485,0.0128623,0.015759,0.00817657,0.00690687,0.0086716,0.0163543,0.0101316,0.0149031,0.00253131,0.00565693,0.0042445
289,0.0127203,0.026024,0.0452501,0.0175431,0.00617265,0.00245876,0.002469,0.00368916,0.0122848,0.0106603,0.00622191,0.010239,0.0113889,0.00568624,0.00314979,0.0223089,0.0117643,0.00483354,0.0062255,0.00616916,0.00455882,0.00376039,0.0582307,0.0158894,0.025262,0.00561875,0.00276176,0.00276314,0.0077784,0.00594745,0.014682,0.0152047,0.0105404,0.0098781,0.0115399,0.017764,0.0112475,0.015904,0.0031332,0.00620655,0.00499227
290,0.0130947,0.0250651,0.0442183,0.0161724,0.00620175,0.00226981,0.00277141,0.00397891,0.0116057,0.00988922,0.0063166,0.0104795,0.0107015,0.00701143,0.00342289,0.0184672,0.00906599,0.00391229,0.00682749,0.00719614,0.00631361,0.00369807,0.0573793,0.0143016,0.0245632,0.00539279,0.00326743,0.00254472,0.00789906,0.00605248,0.0204962,0.0149861,0.0131838,0.0128814,0.0135055,0.0198448,0.012884,0.0184893,0.00388492,0.00662771,0.00599518
291,0.0135637,0.0240323,0.0433314,0.0146292,0.00524275,0.00210655,0.00304121,0.0042909,0.011017,0.00939074,0.00715278,0.01052,0.0100087,0.00757218,0.00368262,0.014258,0.00744245,0.00560787,0.00768402,0.00794935,0.00815554,0.00439223,0.056526,0.0143452,0.0230907,0.00528636,0.0038564,0.00240392,0.00814931,0.00630674,0.0270343,0.0153566,0.0156157,0.0154629,0.0146616,0.0220813,0.0139699,0.0205876,0.00477942,0.0069889,0.00724309
292,0.0139598,0.0229261,0.0425692,0.0130112,0.0027988,0.00195264,0.00336964,0.00460471,0.0105671,0.0091283,0.00888025,0.0104801,0.00914472,0.00712114,0.00323555,0.0103558,0.00714698,0.00822347,0.00888767,0.0084505,0.00968907,0.00533014,0.055704,0.0153438,0.0222806,0.00515633,0.00449608,0.00242988,0.0084405,0.00661014,0.0320319,0.0163376,0.0172007,0.0170481,0.0152296,0.0237268,0.0144529,0.0212636,0.00578568,0.00744329,0.00868758
293,0.0141112,0.0218062,0.041918,0.0115597,0.00114264,0.0017978,0.00381087,0.00488093,0.0102846,0.00907301,0.0118393,0.0105603,0.00808975,0.00564835,0.00200423,0.00741316,0.00717407,0.00986466,0.0106352,0.00874633,0.0106896,0.00616027,0.0549813,0.0164441,0.0228703,0.00489107,0.00514686,0.00264797,0.0086684,0.00695286,0.0343515,0.0176652,0.0174899,0.017144,0.0152223,0.0244948,0.0150655,0.0205945,0.00682428,0.00811067,0.0102509
294,0.0138974,0.0207977,0.0413964,0.0105744,0.0058767,0.00163256,0.00437395,0.0050929,0.0101755,0.00923224,0.0163959,0.0109801,0.00685607,0.00332598,0.00057221,0.0058847,0.00656759,0.00970883,0.0131758,0.00886926,0.0110917,0.00674205,0.0544432,0.0171582,0.0241696,0.00454135,0.00571539,0.00296983,0.00874161,0.00733536,0.0337079,0.0190365,0.0165323,0.015853,0.014541,0.0242911,0.0160202,0.0189468,0.00774807,0.00893121,0.0118152
295,0.0133163,0.0200612,0.0410597,0.010253,0.0109753,0.00150872,0.00501638,0.00523738,0.0102076,0.00960713,0.0225239,0.0118658,0.00539146,0.000729228,0.00143207,0.00555992,0.00539806,0.0081366,0.0166446,0.00884138,0.0109761,0.00706876,0.0541354,0.0174864,0.0253705,0.00424861,0.00610109,0.00329228,0.00862348,0.00767095,0.0304659,0.0203334,0.0147826,0.0142301,0.0133113,0.0228855,0.016583,0.0165894,0.00840415,0.00968388,0.0132533
296,0.012488,0.0197368,0.0409332,0.0106243,0.0159646,0.00162085,0.00567917,0.00533177,0.0103056,0.0101357,0.0297779,0.0131405,0.00392092,0.00303854,0.00262195,0.00566511,0.00510728,0.00689824,0.0210053,0.00871885,0.010569,0.00723168,0.0540668,0.0176326,0.0265037,0.00415185,0.00623524,0.00362204,0.00833149,0.00783882,0.0254794,0.0216327,0.0125964,0.0135218,0.0120313,0.0203939,0.0161737,0.0137704,0.00869985,0.0101314,0.0144529
297,0.0116082,0.0198872,0.0409708,0.0116038,0.0206372,0.00211062,0.00629948,0.00539517,0.010365,0.0106939,0.0376491,0.0145607,0.00346253,0.00606099,0.00354296,0.00567927,0.00650105,0.00734368,0.0262335,0.00859889,0.010169,0.00735799,0.0542134,0.0177337,0.027636,0.00431046,0.00608346,0.00404913,0.00792572,0.00777511,0.0198429,0.0230582,0.0101017,0.0136645,0.0113989,0.0180955,0.0151672,0.010831,0.0086522,0.0101382,0.0153429
298,0.0108794,0.0204614,0.0410752,0.0130481,0.0249285,0.00278234,0.00680263,0.0054362,0.0103031,0.0111466,0.0458151,0.0158631,0.00459213,0.00845424,0.00441956,0.00553357,0.00797148,0.00813069,0.032369,0.00857575,0.0100225,0.00753995,0.0545304,0.0178067,0.0280826,0.00466546,0.00563597,0.00459533,0.00748362,0.00749741,0.014504,0.0246128,0.00799364,0.0137504,0.0118488,0.0177489,0.0146045,0.00818724,0.00838825,0.00971122,0.0158917
299,0.0104387,0.0213153,0.0411605,0.0147472,0.0287929,0.00333572,0.00712933,0.00546034,0.0101112,0.0114236,0.0539944,0.01689,0.00626065,0.00997235,0.00520353,0.00559714,0.00862386,0.00818057,0.0392461,0.00869819,0.0102206,0.0078133,0.0549467,0.0178179,0.0270022,0.00511549,0.00494308,0.00513316,0.00708166,0.00708724,0.0100788,0.026139,0.00795718,0.0135121,0.0131369,0.0191097,0.0151145,0.00635539,0.00812767,0.0090044,0.0161091
300,0.0102903,0.0222524,0.0412114,0.0164436,0.0320461,0.00360977,0.00726212,0.00547327,0.00987857,0.0115457,0.0615715,0.0175988,0.00763318,0.010714,0.00545478,0.00645821,0.00914468,0.00804469,0.0462075,0.00894291,0.0106825,0.00815037,0.0553639,0.0177519,0.0241858,0.00558541,0.00415366,0.00548847,0.00676865,0.00664623,0.00757083,0.0273767,0.00985616,0.0132413,0.0144886,0.0202767,0.0162218,0.00588374,0.00808766,0.00824737,0.0160271
301,0.0103333,0.0230929,0.0412626,0.0179179,0.0342061,0.0036171,0.00724036,0.0054986,0.00973016,0.0115976,0.0675136,0.0180159,0.00815521,0.0109553,0.00493921,0.0080298,0.0104976,0.0083038,0.0521833,0.00922315,0.0112134,0.00846518,0.055679,0.0176057,0.0200945,0.00602424,0.00353225,0.00564648,0.00655232,0.00626749,0.00814747,0.028087,0.0116717,0.0129759,0.0151491,0.020131,0.0170499,0.00653986,0.008353,0.00765462,0.0157047
302,0.010419,0.0236921,0.0413685,0.0190388,0.034696,0.00346862,0.00710262,0.00554109,0.00975484,0.0116588,0.0707145,0.018162,0.00759059,0.01101,0.00430318,0.00952561,0.0123638,0.00848309,0.0560305,0.00941573,0.0115814,0.0086182,0.0558354,0.0174072,0.0154562,0.00640367,0.00325752,0.00573756,0.0063816,0.0059878,0.010223,0.0281152,0.0124218,0.0123315,0.0147942,0.0187952,0.0170759,0.00738937,0.00876616,0.0072797,0.0151612
303,0.0104328,0.0239928,0.0415491,0.0197574,0.0332858,0.00325906,0.00686649,0.00558151,0.00991994,0.0117711,0.0705643,0.0180711,0.00634488,0.0110271,0.00466962,0.0103157,0.013807,0.00810212,0.0570575,0.00942513,0.0115996,0.00848849,0.0558455,0.0172191,0.0109169,0.00670906,0.00323082,0.00584955,0.0062091,0.00580273,0.0116589,0.0274725,0.0122671,0.011037,0.013663,0.0170792,0.0162426,0.00799891,0.00906634,0.0070438,0.0143811
304,0.0103309,0.024032,0.0417876,0.0200951,0.0304562,0.00301187,0.0065034,0.00557913,0.010116,0.0119077,0.0672869,0.0178133,0.00540773,0.0109568,0.00583208,0.0102778,0.01428,0.0072271,0.0553491,0.00920853,0.011173,0.00801093,0.0557925,0.0171378,0.006868,0.00691449,0.00321328,0.00590999,0.00602571,0.0057183,0.01178,0.02633,0.0118604,0.00926814,0.0123113,0.0156844,0.0147892,0.00873106,0.0090324,0.00683578,0.0133104
305,0.0101608,0.0239173,0.0420534,0.0201239,0.027377,0.00271104,0.00596191,0.00550093,0.0102787,0.0119831,0.0618171,0.0174712,0.00553347,0.0106863,0.00694614,0.00964599,0.013603,0.00598169,0.0517462,0.00876283,0.0102967,0.00719387,0.0557993,0.0172219,0.0035624,0.00700139,0.00309766,0.00579335,0.00586732,0.00582545,0.0110358,0.0249274,0.0118486,0.00754999,0.0112252,0.0146602,0.0130345,0.0104081,0.00855669,0.00661083,0.0118903
306,0.0100265,0.0237785,0.0423369,0.0199161,0.0253904,0.00240303,0.00522529,0.00535399,0.0104734,0.0119081,0.0553222,0.017049,0.00652684,0.00995685,0.00766002,0.0087551,0.0117103,0.00454034,0.0474711,0.00810312,0.00902894,0.00613499,0.0559717,0.0173971,0.00180358,0.00699584,0.00292628,0.00547535,0.00579902,0.0062084,0.0106637,0.0234369,0.0124157,0.00635069,0.0105858,0.013585,0.0112182,0.0134175,0.00767229,0.00642995,0.0101296
307,0.0100109,0.0237106,0.0426577,0.0195114,0.0250681,0.00226686,0.00436634,0.00519055,0.010838,0.0116525,0.0488311,0.0163965,0.00802547,0.00857996,0.00799863,0.00794235,0.00870449,0.00341756,0.0434952,0.00725432,0.00746426,0.00504378,0.0563535,0.0174421,0.00272478,0.00695267,0.00278291,0.00509256,0.00587407,0.00684437,0.0116826,0.0219071,0.0131628,0.00566341,0.0103374,0.0121847,0.00946436,0.01728,0.00654733,0.00643114,0.00819045
308,0.0101201,0.023764,0.0430375,0.0189874,0.025561,0.00248284,0.00359216,0.00506953,0.0114276,0.0112987,0.0430547,0.0152946,0.00991669,0.00812416,0.00827721,0.00742113,0.00526466,0.00324318,0.0398264,0.0062707,0.00572037,0.00427091,0.0569048,0.0170575,0.0042857,0.00689343,0.00270226,0.0048575,0.00608965,0.0080701,0.013672,0.0203087,0.0135604,0.00507493,0.0103344,0.0107301,0.00783834,0.0210376,0.00547357,0.00675616,0.00650493
309,0.0102515,0.0239327,0.0434913,0.0186614,0.0254439,0.00297408,0.0031841,0.00498996,0.0121855,0.0110045,0.038296,0.0136871,0.0120422,0.010992,0.00877107,0.00690019,0.00300468,0.00425656,0.0357306,0.00522604,0.00392755,0.00417483,0.0575422,0.0160445,0.00592008,0.00681595,0.00264947,0.00483387,0.006363,0.0104112,0.0154481,0.01854,0.0133869,0.00421856,0.0104153,0.00989807,0.00640039,0.0236785,0.0047393,0.00738902,0.0057235
310,0.0102476,0.0241659,0.0440563,0.0190673,0.0239931,0.00351992,0.00326988,0.00487192,0.0130253,0.0109026,0.0344464,0.0119309,0.0138631,0.0147456,0.00954031,0.0057105,0.00215644,0.00626874,0.0311942,0.00418157,0.00227672,0.00479707,0.0581916,0.0145517,0.00761063,0.00672851,0.00256792,0.0048203,0.00661677,0.0131884,0.0161876,0.0164952,0.0127689,0.00293737,0.0104036,0.0101608,0.00514552,0.0244593,0.00444272,0.00812802,0.00609242
311,0.0100355,0.0243792,0.044834,0.0203873,0.021416,0.00403822,0.00369797,0.00461373,0.0139151,0.0110117,0.0311253,0.0108292,0.0145432,0.0161481,0.0105415,0.00389496,0.000346375,0.00908297,0.0274288,0.0032369,0.00166353,0.00593562,0.058831,0.0131698,0.00924917,0.00663226,0.00245393,0.00454106,0.00693681,0.0149836,0.0156532,0.014247,0.0120553,0.00119342,0.0101795,0.0113208,0.00410712,0.0231724,0.00451835,0.00874331,0.00708186
312,0.00975457,0.0245051,0.0460004,0.0220794,0.0182841,0.00463664,0.00429842,0.00418347,0.0148901,0.0112458,0.028355,0.0111453,0.0136169,0.0144827,0.0112385,0.00345168,0.00469004,0.0119379,0.0252842,0.00299542,0.00312368,0.00746161,0.0594651,0.0126695,0.0107321,0.0065046,0.00258268,0.00397346,0.00763983,0.0152507,0.0140872,0.0122744,0.0117066,0.00135697,0.00983408,0.0129685,0.00404222,0.0202852,0.00499206,0.00913889,0.00824557
313,0.00975103,0.0245736,0.047671,0.0233331,0.0151904,0.00543323,0.00501261,0.00368439,0.0159343,0.0115473,0.0269293,0.0128182,0.0118826,0.0117182,0.0108061,0.00472647,0.00938528,0.0133327,0.0245282,0.00446589,0.00528025,0.00921757,0.0600802,0.0135263,0.0119399,0.00639223,0.00351459,0.00364508,0.00901853,0.0147729,0.0120022,0.011335,0.0120063,0.00392574,0.00960966,0.014888,0.00569566,0.0167387,0.00595823,0.00943625,0.00955711
314,0.0102815,0.0247279,0.0497346,0.023592,0.012817,0.00634536,0.00579057,0.0033356,0.0168893,0.0119751,0.0271549,0.0150389,0.0112016,0.0102193,0.0091028,0.00512782,0.0120436,0.0121821,0.024984,0.00710599,0.00740189,0.0108282,0.0606182,0.0156125,0.0126786,0.00642946,0.00512839,0.00423569,0.0109442,0.0146494,0.00994607,0.0114827,0.0127287,0.00641939,0.00966405,0.0169078,0.00817354,0.0135229,0.00730452,0.00985207,0.0110148
315,0.0112449,0.0250928,0.0518526,0.0227604,0.0117953,0.00710625,0.00653042,0.00326205,0.0175214,0.0126194,0.0279183,0.016889,0.0119773,0.00912461,0.00702991,0.00461489,0.0118222,0.00905981,0.0262435,0.00980647,0.00902349,0.0118097,0.0610096,0.0182795,0.0127821,0.00663818,0.00673223,0.00539399,0.0129211,0.0151167,0.00830591,0.0120328,0.0132611,0.00836896,0.00998393,0.0187582,0.0105579,0.011234,0.0087592,0.010426,0.0123492
316,0.0122888,0.0256501,0.0536467,0.0211981,0.0120958,0.00746065,0.00710629,0.003321,0.0176712,0.0134487,0.0281895,0.017647,0.012636,0.0068518,0.00576205,0.00548509,0.0104392,0.00616641,0.0274022,0.0116751,0.00984459,0.011861,0.0612316,0.0206691,0.0122618,0.00685621,0.00777789,0.00641848,0.0144456,0.0157486,0.00731484,0.0128662,0.0130902,0.00963852,0.0104391,0.0202,0.0124878,0.00989675,0.0101098,0.0109731,0.013182
317,0.0130631,0.0262502,0.0549003,0.0194859,0.0130631,0.007355,0.00740901,0.00327298,0.0173402,0.0142799,0.0281154,0.0170281,0.0125304,0.00514734,0.00601339,0.00797509,0.0106071,0.0056219,0.0281398,0.0121813,0.00983789,0.0110331,0.0613332,0.0220729,0.0113244,0.00693397,0.00807088,0.00703244,0.0152529,0.016162,0.00719333,0.0141548,0.0121342,0.0103918,0.0107798,0.0212172,0.0139487,0.00924015,0.0112601,0.011341,0.013335
318,0.0134341,0.0267229,0.0556266,0.0180785,0.014162,0.00700414,0.00735712,0.00295888,0.0166548,0.014887,0.0283835,0.015403,0.0123695,0.00737062,0.00761203,0.0101815,0.0115882,0.00705751,0.0288976,0.0113003,0.00924427,0.00964118,0.0613852,0.0221953,0.0102929,0.00683715,0.00771451,0.00726244,0.0153673,0.0162438,0.00787021,0.0153979,0.0107046,0.0108265,0.0107876,0.0220118,0.0150355,0.00905355,0.0121454,0.0115557,0.0129052
319,0.0135335,0.0269688,0.0559791,0.0171886,0.0153028,0.00674821,0.00691296,0.00234256,0.0157829,0.0151138,0.0293156,0.0136542,0.0125731,0.0109217,0.00932841,0.0110945,0.0111636,0.00925147,0.0300551,0.00948019,0.00844997,0.00804284,0.0614265,0.0212299,0.00951982,0.006591,0.00697593,0.00724038,0.0150261,0.0161467,0.00873023,0.0159308,0.00923334,0.0109976,0.0105752,0.0227777,0.0157923,0.0092242,0.0126826,0.0117009,0.0121443
320,0.0136157,0.0270129,0.0561077,0.0168905,0.0166788,0.00673353,0.00610349,0.00155479,0.0148588,0.0149284,0.0307553,0.0126004,0.0124684,0.0134581,0.0100056,0.0106154,0.009376,0.0111153,0.0315396,0.00739849,0.0077883,0.00645997,0.0614302,0.0197217,0.00924629,0.00620642,0.00614845,0.00706532,0.0145131,0.0161064,0.00912551,0.0156781,0.00803051,0.010861,0.0105731,0.023494,0.0161939,0.00960337,0.0127854,0.0117396,0.0113169
321,0.0138475,0.0269856,0.0560725,0.0171532,0.0184578,0.00682796,0.00504197,0.00109668,0.0139611,0.014434,0.0324092,0.0124651,0.0113626,0.0142993,0.00925913,0.00948066,0.00821264,0.0118029,0.033052,0.00561515,0.00735455,0.00497149,0.0613259,0.0183017,0.0094847,0.00568802,0.00543829,0.00676218,0.0140294,0.016206,0.00880016,0.0150467,0.00724344,0.0103751,0.0110589,0.0240302,0.0162137,0.00996213,0.0124313,0.0115783,0.0106383
322,0.0142082,0.0270419,0.0558612,0.0177572,0.0205911,0.00684394,0.0039163,0.00149993,0.0131256,0.0138313,0.0340668,0.0129603,0.009401,0.0136113,0.00739708,0.00889345,0.009139,0.0112199,0.0343558,0.00431213,0.00701698,0.00362464,0.0610452,0.0174112,0.0100971,0.00508569,0.00486531,0.00631092,0.0136426,0.0162934,0.00788822,0.0145324,0.00691062,0.00952697,0.0116888,0.0243928,0.015863,0.0100859,0.011687,0.0112165,0.0102005
323,0.0145415,0.0272774,0.0554524,0.0182831,0.0228789,0.00667228,0.00291365,0.00208994,0.0123544,0.0133318,0.0355837,0.0136748,0.0073362,0.0121422,0.00501586,0.0095411,0.0111503,0.00996676,0.0353707,0.00337695,0.00663631,0.00252492,0.0605673,0.0171422,0.0109612,0.00453943,0.00431799,0.00570242,0.0133008,0.0161132,0.00670972,0.0144824,0.00701969,0.0083205,0.0117592,0.0247187,0.0151694,0.00989042,0.0106585,0.0107005,0.00991463
324,0.0147117,0.0276906,0.0548617,0.0182534,0.0251165,0.00629493,0.00213339,0.00245701,0.0116294,0.013067,0.036752,0.0142498,0.0057587,0.010696,0.00260593,0.0112424,0.0128592,0.00891945,0.0361065,0.0027812,0.0062389,0.00187817,0.0599286,0.0173001,0.0120186,0.00422856,0.0037054,0.00497416,0.0128909,0.0155027,0.005586,0.0149271,0.00754883,0.00679264,0.0109044,0.0250769,0.0141745,0.00946421,0.00941568,0.00997831,0.0095692
325,0.0147145,0.0282013,0.0541455,0.0174031,0.0271735,0.00579066,0.00157841,0.00261541,0.0109425,0.0130483,0.0372462,0.014455,0.00475719,0.00960118,0.00043499,0.0133641,0.0137042,0.00865586,0.03653,0.00265947,0.00597404,0.00187634,0.0591938,0.0176371,0.013235,0.00419646,0.00300807,0.00421292,0.01232,0.0144807,0.0048197,0.0156007,0.00841855,0.00506594,0.00939833,0.0254428,0.0129664,0.00903088,0.00796914,0.00892485,0.00896137
326,0.0146566,0.0287032,0.0533678,0.0159192,0.0290253,0.00529263,0.00123952,0.00272244,0.0103125,0.0131794,0.0367563,0.0142424,0.00463646,0.00869524,0.0021336,0.0150826,0.0142087,0.00914555,0.0365231,0.00292373,0.00592384,0.00233129,0.0584162,0.0180317,0.0145521,0.00428553,0.00227143,0.00352653,0.0115699,0.0131895,0.0047286,0.0162077,0.00940359,0.00340746,0.0078101,0.0257495,0.0116677,0.00884382,0.00633167,0.00751721,0.00800246
327,0.0146659,0.0291106,0.0525729,0.0143677,0.030714,0.00490037,0.00116279,0.00287867,0.00977489,0.0133072,0.0353637,0.01371,0.00618325,0.00795559,0.00480369,0.0160878,0.0154631,0.0102128,0.0361148,0.00327773,0.00600931,0.0029452,0.0576119,0.018463,0.0158418,0.00431629,0.00162746,0.0029919,0.0106976,0.011792,0.00542548,0.0166103,0.0101959,0.00235314,0.00643208,0.0257615,0.0103631,0.00904024,0.00465473,0.00592059,0.00674478
328,0.0148212,0.029373,0.0517807,0.0132717,0.032178,0.00463293,0.0013501,0.00306128,0.00935886,0.0132926,0.0339755,0.0130067,0.0093765,0.00832479,0.00779059,0.0170211,0.0175618,0.0119351,0.0357617,0.0035508,0.00608792,0.0036112,0.056763,0.018861,0.0168699,0.00423564,0.00128991,0.00261287,0.00979796,0.0104245,0.00663856,0.0167984,0.0106212,0.00254149,0.00523004,0.0249732,0.00904386,0.00953564,0.00348397,0.00441026,0.00533958
329,0.0151277,0.0294614,0.0509934,0.0127702,0.0331665,0.00445967,0.00171316,0.00323551,0.0090616,0.0130774,0.0341937,0.0122827,0.0134758,0.01105,0.0108816,0.0185639,0.019548,0.0142831,0.0360072,0.00373777,0.00606725,0.00434722,0.0558547,0.0190471,0.0173076,0.00410604,0.0013311,0.0023204,0.00896906,0.0091968,0.00799355,0.0167962,0.0107412,0.00344266,0.00422882,0.0228021,0.00760676,0.010101,0.00373731,0.00326706,0.00398513
330,0.0155321,0.0293492,0.0502174,0.0126952,0.0334363,0.00435086,0.0022015,0.00343314,0.00883456,0.0127059,0.0369514,0.011709,0.0176223,0.0156017,0.0138339,0.0203327,0.0206966,0.0167401,0.0366428,0.00393439,0.00594681,0.00521371,0.0548971,0.0188578,0.0168375,0.00402422,0.00152307,0.00201993,0.00829523,0.00818128,0.00926062,0.0166342,0.0106829,0.00427072,0.00357347,0.0189604,0.00592243,0.0105771,0.00515484,0.00276917,0.00291872
331,0.0159484,0.0290016,0.0494822,0.0128526,0.0330654,0.00430005,0.00281094,0.00372941,0.00859822,0.0122856,0.0412818,0.0114744,0.0210134,0.020389,0.0163782,0.0214819,0.0209288,0.0186424,0.0367464,0.00427951,0.00582672,0.00624336,0.0539166,0.0183225,0.015328,0.00405245,0.00169406,0.00168269,0.007847,0.00739992,0.0102953,0.0163855,0.0104651,0.00467598,0.00335288,0.0137409,0.00397519,0.0109618,0.00683122,0.00307638,0.00245544
332,0.0162846,0.028388,0.0488332,0.0131716,0.0325347,0.00431264,0.00352478,0.00418079,0.0082852,0.0119208,0.0451337,0.0117272,0.0231042,0.023859,0.0181146,0.021731,0.0205739,0.0198151,0.0356699,0.00487656,0.00589475,0.00739941,0.0529399,0.0177003,0.0129504,0.00419351,0.00182192,0.00143275,0.00767541,0.00683835,0.0108224,0.0162188,0.0101093,0.00460465,0.0035532,0.00812209,0.00211773,0.0112795,0.00836786,0.00397457,0.00274948
333,0.0164782,0.0275163,0.0483034,0.0136469,0.0323408,0.00436853,0.00428836,0.00476327,0.00788619,0.0116671,0.0467496,0.0125391,0.0237682,0.0249254,0.01862,0.0214149,0.0201627,0.020678,0.0334647,0.00572059,0.00633788,0.00858355,0.0519956,0.0173045,0.0101161,0.00441178,0.00197061,0.00149344,0.00778984,0.00649434,0.0104516,0.0164016,0.0097704,0.00444092,0.00404062,0.00397843,0.0018373,0.0114763,0.00964738,0.00514561,0.00350628
334,0.0165223,0.0264605,0.0479038,0.0142408,0.0324081,0.00441511,0.00502212,0.00539102,0.00745005,0.0115372,0.0452793,0.0138908,0.0232857,0.0233988,0.017771,0.021015,0.0202869,0.0215534,0.0304627,0.00668683,0.00716774,0.00967155,0.0511292,0.0172719,0.00729045,0.00468529,0.00225767,0.0018424,0.00814633,0.00642559,0.00919813,0.0171746,0.00963313,0.00492219,0.00473331,0.00388367,0.00322195,0.0115407,0.0106424,0.00637767,0.00442867
335,0.0164527,0.0253569,0.0476277,0.0148871,0.0321528,0.00441139,0.0056614,0.00599341,0.00702727,0.0115393,0.0408629,0.0156214,0.0221556,0.0202276,0.0159746,0.0208636,0.0212487,0.0220834,0.0269217,0.00757902,0.00815001,0.0105629,0.050425,0.0175069,0.0049866,0.00501663,0.00275019,0.00224014,0.00866005,0.00671496,0.00829764,0.0185431,0.00983732,0.00621554,0.00580427,0.00499208,0.00490334,0.0115903,0.0113274,0.00751173,0.00538947
336,0.016323,0.0243793,0.0474883,0.0155237,0.0312018,0.00437246,0.00616892,0.00650591,0.00662205,0.0116852,0.0344894,0.0174516,0.0207615,0.0170679,0.0140239,0.0211242,0.0226782,0.0216637,0.0231774,0.00817523,0.00894385,0.0112166,0.0499681,0.0178109,0.00426088,0.00540495,0.00340437,0.00252039,0.0092053,0.00734981,0.00971277,0.0202293,0.0105106,0.00784158,0.00736357,0.00525453,0.00670691,0.0116948,0.01167,0.00841906,0.00633991
337,0.0161735,0.023705,0.0475285,0.0160649,0.0297535,0.00435326,0.00650782,0.00683966,0.00620201,0.0119685,0.0276154,0.0191696,0.0191985,0.0150668,0.0127298,0.0217874,0.0238614,0.0202814,0.0197084,0.00828672,0.00929868,0.0116834,0.0497816,0.01805,0.00601785,0.00582168,0.00411696,0.00264151,0.0096286,0.00817537,0.0129302,0.0218619,0.0114846,0.00949183,0.00903742,0.00510436,0.0079714,0.0116512,0.0116681,0.0090171,0.00723838
338,0.0160081,0.0234525,0.0477826,0.0164032,0.0280634,0.00437609,0.00659036,0.00691806,0.00575003,0.0123388,0.0216588,0.0207612,0.0174788,0.0141298,0.012499,0.0225989,0.0244932,0.0187804,0.0168717,0.00782457,0.00914956,0.0120905,0.0498132,0.0182403,0.00912009,0.00621639,0.00477182,0.00264549,0.00979204,0.00897546,0.0162072,0.0231691,0.0121261,0.0109541,0.0101861,0.00486527,0.00769996,0.011203,0.0113718,0.00927931,0.00799621
339,0.0158231,0.0236384,0.0482221,0.0164427,0.0259076,0.00441208,0.00631945,0.00675412,0.00529748,0.0127247,0.0176065,0.0222992,0.0158345,0.014033,0.0131261,0.0231968,0.0249007,0.0182368,0.0147049,0.00687619,0.00862919,0.0126143,0.0499554,0.0185257,0.0124534,0.00653831,0.00528026,0.00260532,0.0096224,0.00955103,0.018933,0.0240345,0.011836,0.0117068,0.0103623,0.00426719,0.00574822,0.0106614,0.0108906,0.00926087,0.00849469
340,0.015632,0.0241524,0.0487276,0.0161677,0.0228344,0.00440908,0.00567274,0.0064419,0.00492085,0.013064,0.0159766,0.0236699,0.0146043,0.0150647,0.0140303,0.0233822,0.0254725,0.0187368,0.0130947,0.00572345,0.00796183,0.0133894,0.0501077,0.0190606,0.0154078,0.00675312,0.0055894,0.00257002,0.009147,0.00977323,0.0214661,0.0244403,0.0106691,0.011156,0.00956342,0.00310515,0.00466644,0.0112036,0.0103597,0.00908667,0.00864609
341,0.0154767,0.0248048,0.0491284,0.0156662,0.0187902,0.00433749,0.00476652,0.00610778,0.00468834,0.0133375,0.0165523,0.0245365,0.0138675,0.0170104,0.0146532,0.0232302,0.0260792,0.0193024,0.0120219,0.00481053,0.00734101,0.0144173,0.0502103,0.0198971,0.0177395,0.00685442,0.00569235,0.0025471,0.00848605,0.00961621,0.0242406,0.0244399,0.00947536,0.00926719,0.0082129,0.0018566,0.00734423,0.0136192,0.00990072,0.0089148,0.00845582
